Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-259,83,7,7,0,0,0,0,1,0,0,0,0,0,6,0,1
Emi Buendía,10,ar ARG,AM,27-264,7,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Jacob Ramsey,41,eng ENG,LW,23-109,68,39,39,0,0,0,0,0,0,0,0,0,0,37,0,1
Jáder Durán,9,co COL,FW,20-276,22,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
John McGinn,7,sct SCO,"RW,RM",29-332,89,43,39,4,1,1,0,6,2,1,0,1,0,35,0,1
Jaden Philogene Bidace,19,eng ENG,RW,22-219,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Morgan Rogers,27,eng ENG,"AM,LM,LW",22-050,90,27,24,3,0,0,0,0,0,0,0,0,0,20,0,0
Youri Tielemans,8,be BEL,"DM,CM",27-130,90,140,135,5,3,0,0,4,0,2,1,0,1,127,0,0
Amadou Onana,24,be BEL,DM,23-029,45,33,33,0,0,0,0,0,0,0,0,0,0,27,0,1
Ross Barkley,6,eng ENG,"DM,CM",30-284,45,43,43,0,0,0,1,0,0,0,0,0,0,42,0,0
Lucas Digne,12,fr FRA,LB,31-056,68,67,58,9,0,0,0,8,6,3,3,0,0,57,0,1
Ian Maatsen,22,nl NED,LB,22-188,22,24,17,7,2,0,0,1,5,0,0,0,0,20,0,1
Pau Torres,14,es ESP,CB,27-242,90,122,119,3,2,2,0,0,1,0,0,0,0,107,0,0
Ezri Konsa,4,eng ENG,CB,26-327,90,72,69,3,3,2,0,1,0,0,0,0,0,67,0,1
Lamare Bogarde,26,nl NED,RB,20-253,90,62,55,7,3,0,0,0,4,0,0,0,0,56,0,0
Emiliano Martínez,23,ar ARG,GK,32-012,90,22,20,1,0,0,0,0,0,0,0,0,0,20,1,0
