Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alexander Isak,14,se SWE,FW,25-065,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Anthony Gordon,10,eng ENG,"LW,RW,AM",23-275,67,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Callum Wilson,9,eng ENG,FW,32-272,23,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Joelinton,7,br BRA,"RW,LM",28-103,68,2,1,0,1,1,0,0,,0,1,0,1,1,3,0,0
Jacob Murphy,23,eng ENG,RM,29-275,22,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Joe Willock,28,eng ENG,LM,25-097,45,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,1,0
Harvey Barnes,11,eng ENG,"LM,LW",26-352,45,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Bruno Guimarães,39,br BRA,"CM,DM",27-009,83,1,1,0,1,0,0,0,,0,2,1,1,1,2,2,0
Kieran Trippier,2,eng ENG,"RB,CM",34-067,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sean Longstaff,36,eng ENG,RM,27-026,56,1,0,0,0,1,1,2,50.0,1,2,1,1,0,1,1,0
Sandro Tonali,8,it ITA,"CM,DM",24-201,34,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Lewis Hall,20,eng ENG,"LB,CM",20-078,90,6,4,1,4,1,4,6,66.7,2,0,0,0,0,6,2,0
Lloyd Kelly,25,eng ENG,CB,26-050,90,3,2,2,1,0,1,1,100.0,0,2,2,0,0,3,2,0
Fabian Schär,5,ch SUI,CB,32-341,90,1,0,0,1,0,0,1,0.0,1,1,1,0,5,6,8,0
Valentino Livramento,21,eng ENG,"RB,LB",22-013,90,3,2,2,0,1,3,3,100.0,0,0,0,0,0,3,3,0
Nick Pope,22,eng ENG,GK,32-220,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
