Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,25-065,90,31,0,0,10,21,8,31,0,0,,0,,20,112,41,0,0,0,2,1,25,9
Anthony Gordon,10,eng ENG,"LW,RW,AM",23-275,67,34,0,1,10,23,4,34,0,0,,0,,21,148,102,3,1,1,1,1,26,2
Callum Wilson,9,eng ENG,FW,32-272,23,2,0,0,2,0,0,2,0,0,,0,,3,8,3,0,0,0,0,1,2,0
Joelinton,7,br BRA,"RW,LM",28-103,68,41,0,2,17,22,2,41,2,1,50.0,1,50.0,27,135,46,1,1,0,1,3,27,10
Jacob Murphy,23,eng ENG,RM,29-275,22,21,0,2,7,12,1,21,1,0,0.0,1,100.0,15,98,54,2,3,0,1,0,19,4
Joe Willock,28,eng ENG,LM,25-097,45,26,2,3,9,14,4,26,3,1,33.3,2,66.7,13,48,8,0,2,0,4,0,15,5
Harvey Barnes,11,eng ENG,"LM,LW",26-352,45,28,0,0,7,21,7,28,1,1,100.0,0,0.0,20,161,68,4,2,3,1,2,23,6
Bruno Guimarães,39,br BRA,"CM,DM",27-009,83,69,4,10,39,21,0,69,1,1,100.0,0,0.0,46,261,117,0,1,0,1,2,52,1
Kieran Trippier,2,eng ENG,"RB,CM",34-067,7,17,1,4,7,6,0,17,0,0,,0,,11,73,56,1,0,0,0,0,11,1
Sean Longstaff,36,eng ENG,RM,27-026,56,29,3,4,10,15,2,29,1,0,0.0,1,100.0,20,117,26,0,0,0,0,2,24,5
Sandro Tonali,8,it ITA,"CM,DM",24-201,34,20,1,5,11,5,0,20,0,0,,0,,13,97,36,1,1,0,1,2,15,0
Lewis Hall,20,eng ENG,"LB,CM",20-078,90,91,4,25,41,26,5,91,1,0,0.0,1,100.0,47,291,153,3,1,3,3,1,59,5
Lloyd Kelly,25,eng ENG,CB,26-050,90,80,6,39,39,2,1,80,0,0,,0,,52,252,148,0,1,0,0,0,57,0
Fabian Schär,5,ch SUI,CB,32-341,90,89,12,41,40,11,0,89,0,0,,0,,60,270,168,2,4,0,0,0,58,0
Valentino Livramento,21,eng ENG,"RB,LB",22-013,90,71,4,17,25,30,2,71,3,1,33.3,2,66.7,40,264,168,3,3,0,0,3,41,9
Nick Pope,22,eng ENG,GK,32-220,90,32,26,29,3,0,0,32,0,0,,0,,27,151,117,0,0,0,0,0,16,0
