Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-291,90,23,1,4,11,8,2,23,0,0,,0,,12,32,20,1,1,0,2,1,18,4
Matheus Cunha,10,br BRA,AM,25-180,89,48,2,7,20,23,6,48,4,2,50.0,2,50.0,28,166,73,3,1,1,4,2,32,6
Gonçalo Guedes,29,pt POR,AM,27-360,1,3,0,0,0,3,1,3,0,0,,0,,3,9,5,0,0,0,0,0,3,1
Jean-Ricner Bellegarde,27,fr FRA,AM,26-149,86,29,3,11,12,7,2,29,3,1,33.3,1,33.3,15,80,37,1,2,1,2,1,15,1
Matt Doherty,2,ie IRL,"AM,WB",32-312,4,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
João Gomes,8,br BRA,CM,23-285,89,70,4,21,31,19,3,70,4,3,75.0,1,25.0,32,189,116,3,3,2,1,2,44,1
Tommy Doyle,20,eng ENG,CM,23-037,1,6,0,2,3,1,0,6,0,0,,0,,3,4,3,0,0,0,0,0,4,0
André,7,br BRA,CM,23-130,90,48,6,15,32,1,0,48,1,0,0.0,1,100.0,19,83,54,1,0,0,1,0,33,2
Rodrigo Gomes,19,pt POR,WB,21-139,89,34,2,10,8,16,6,34,1,0,0.0,1,100.0,17,129,76,3,3,2,0,3,24,9
Hwang Hee-chan,11,kr KOR,"WB,AM",28-302,1,2,0,0,2,0,0,2,0,0,,0,,1,10,0,0,0,0,0,0,2,0
Nélson Semedo,22,pt POR,WB,31-007,89,44,1,13,26,7,1,44,6,2,33.3,3,50.0,21,122,57,1,0,0,1,1,23,2
Alfie Pond,46,eng ENG,"CB,WB",20-267,1,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0
Rayan Aït-Nouri,3,dz ALG,CB,23-170,90,78,9,31,31,17,2,78,4,1,25.0,2,50.0,36,174,114,0,0,0,2,1,38,3
Toti Gomes,24,pt POR,CB,25-312,90,77,14,46,32,0,0,77,0,0,,0,,38,180,97,1,0,0,0,1,48,0
Mario Lemina,5,ga GAB,CB,31-083,90,74,7,48,27,0,0,74,0,0,,0,,40,200,73,0,0,0,0,0,49,0
José Sá,1,pt POR,GK,31-311,90,22,17,22,0,0,0,22,1,1,100.0,0,0.0,14,73,54,0,0,0,0,0,10,0
