Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Ollie Watkins,11,eng ENG,FW,29-054,77,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,33.3
Leon Bailey,31,jm JAM,RW,27-197,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Jacob Ramsey,41,eng ENG,LW,23-270,45,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,
Marcus Rashford,9,eng ENG,LW,27-114,45,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,
Morgan Rogers,27,eng ENG,RW,22-211,77,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,
Donyell Malen,17,nl NED,FW,26-044,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
Marco Asensio,21,es ESP,AM,29-032,90,0,0,0,3,1,0,2,1,0,0,0,0,4,0,0,
Youri Tielemans,8,be BEL,DM,27-291,90,0,0,0,1,3,0,1,1,3,0,0,0,9,1,0,100.0
John McGinn,7,sct SCO,DM,30-127,90,1,0,0,5,4,0,0,0,2,0,0,0,4,1,0,100.0
Ian Maatsen,22,nl NED,LB,22-349,90,0,0,0,1,0,0,4,2,1,0,0,0,3,0,1,0.0
Tyrone Mings,5,eng ENG,CB,31-346,58,0,0,0,0,2,0,0,0,1,0,0,0,2,2,0,100.0
Lamare Bogarde,26,nl NED,CB,21-048,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ezri Konsa,4,eng ENG,CB,27-122,90,0,0,0,3,1,0,0,0,0,0,0,0,7,0,1,0.0
Matty Cash,2,pl POL,RB,27-199,69,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,50.0
Andrés García,16,es ESP,RB,22-015,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Emiliano Martínez,23,ar ARG,GK,32-173,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
