Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Beto,14,gw GNB,FW,27-015,90,48,3,4,23,22,6,48,6,3,50.0,3,50.0,20,101,44,1,0,0,5,3,33,7
Jack Harrison,11,eng ENG,LW,28-087,90,37,0,5,13,20,2,37,8,4,50.0,2,25.0,20,83,37,2,2,0,5,1,22,3
Jesper Lindstrøm,29,dk DEN,RW,24-352,78,35,3,7,12,16,5,35,3,1,33.3,2,66.7,14,87,28,2,1,0,3,1,16,7
Ashley Young,18,eng ENG,RW,39-221,12,5,0,1,1,3,1,5,1,0,0.0,0,0.0,1,16,0,1,0,0,0,0,1,0
Carlos Alcaraz,24,ar ARG,AM,22-077,85,36,1,8,14,15,2,36,1,0,0.0,1,100.0,23,107,75,3,3,0,1,1,27,6
Tim Iroegbunam,42,eng ENG,AM,21-230,5,8,2,4,4,0,0,8,1,1,100.0,0,0.0,2,9,6,0,0,0,0,0,2,0
Idrissa Gana Gueye,27,sn SEN,DM,35-142,90,46,0,10,30,6,0,46,0,0,,0,,16,44,21,0,0,0,0,0,17,0
James Garner,37,eng ENG,DM,23-339,90,59,3,16,29,14,0,59,0,0,,0,,23,100,30,0,0,0,2,2,27,1
Vitaliy Mykolenko,19,ua UKR,LB,25-262,90,40,4,15,16,9,0,40,0,0,,0,,21,47,25,0,1,0,1,1,24,1
Jarrad Branthwaite,32,eng ENG,CB,22-233,90,59,14,39,20,0,0,59,0,0,,0,,27,131,82,0,0,0,0,0,28,0
James Tarkowski,6,eng ENG,CB,32-088,90,67,13,47,18,2,0,67,0,0,,0,,25,141,63,0,0,0,1,0,30,0
Jake O'Brien,15,ie IRL,RB,23-276,90,61,3,14,36,11,1,61,0,0,,0,,21,138,32,1,1,0,1,0,30,1
Jordan Pickford,1,eng ENG,GK,30-345,90,53,35,51,2,0,0,53,0,0,,0,,37,229,123,0,0,0,0,0,27,0
