Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Beto,14,gw GNB,FW,27-015,90,29,29,0,0,0,0,1,0,0,0,0,0,16,0,0
Jack Harrison,11,eng ENG,LW,28-087,90,24,21,3,1,0,0,6,0,2,2,0,0,14,0,0
Jesper Lindstrøm,29,dk DEN,RW,24-352,78,22,21,1,0,0,0,3,1,0,0,0,0,16,0,2
Ashley Young,18,eng ENG,RW,39-221,12,4,3,1,0,0,0,1,1,0,0,0,0,2,0,1
Carlos Alcaraz,24,ar ARG,AM,22-077,85,24,23,1,0,1,0,0,1,0,0,0,0,20,0,1
Tim Iroegbunam,42,eng ENG,AM,21-230,5,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Idrissa Gana Gueye,27,sn SEN,DM,35-142,90,38,37,0,0,0,0,0,0,0,0,0,0,30,1,1
James Garner,37,eng ENG,DM,23-339,90,47,43,4,1,0,0,4,1,0,0,0,0,30,0,2
Vitaliy Mykolenko,19,ua UKR,LB,25-262,90,35,29,6,0,0,0,1,6,0,0,0,0,21,0,1
Jarrad Branthwaite,32,eng ENG,CB,22-233,90,38,35,3,3,0,3,0,0,0,0,0,0,30,0,0
James Tarkowski,6,eng ENG,CB,32-088,90,45,40,5,3,0,0,0,1,0,0,0,0,35,0,0
Jake O'Brien,15,ie IRL,RB,23-276,90,51,43,8,0,0,0,1,8,0,0,0,0,34,0,1
Jordan Pickford,1,eng ENG,GK,30-345,90,49,38,11,4,0,0,0,0,0,0,0,0,35,0,0
