Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-186,90,0,0,0,3,1,1,1,0,0,0,0,0,3,1,3,25.0
Kevin Schade,7,de GER,LW,23-101,90,0,0,0,1,0,0,3,0,1,0,0,0,4,3,2,60.0
Bryan Mbeumo,19,cm CMR,RW,25-213,90,0,0,0,0,0,0,6,0,3,0,0,0,5,1,1,50.0
Mikkel Damsgaard,24,dk DEN,AM,24-248,90,0,0,0,1,1,0,11,0,1,0,0,0,5,0,1,0.0
Vitaly Janelt,27,de GER,DM,26-302,74,0,0,0,2,1,1,1,0,0,0,0,0,2,2,0,100.0
Mathias Jensen,8,dk DEN,DM,29-066,16,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
Christian Nørgaard,6,dk DEN,DM,30-363,90,0,0,0,0,0,0,1,2,0,0,0,0,11,1,2,33.3
Keane Lewis-Potter,23,eng ENG,LB,24-014,90,0,0,0,0,1,0,3,2,0,0,0,0,5,4,1,80.0
Ethan Pinnock,5,jm JAM,CB,31-283,90,0,0,0,0,0,0,0,2,0,0,0,0,1,5,4,55.6
Nathan Collins,22,ie IRL,CB,23-312,90,1,0,0,1,0,0,0,0,0,0,0,0,6,5,2,71.4
Kristoffer Ajer,20,no NOR,RB,26-325,89,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,100.0
Kim Jisoo,36,kr KOR,RB,20-074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mark Flekken,1,nl NED,GK,31-268,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
