Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-186,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Kevin Schade,7,de GER,LW,23-101,90,2,1,0,0,2,2,3,66.7,1,2,1,1,0,2,2,0
Bryan Mbeumo,19,cm CMR,RW,25-213,90,3,3,1,1,1,2,2,100.0,0,1,0,1,0,3,2,0
Mikkel Damsgaard,24,dk DEN,AM,24-248,90,4,1,2,0,2,2,3,66.7,1,2,0,2,0,4,0,1
Vitaly Janelt,27,de GER,DM,26-302,74,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0
Mathias Jensen,8,dk DEN,DM,29-066,16,2,0,0,2,0,2,2,100.0,0,1,1,0,0,2,0,0
Christian Nørgaard,6,dk DEN,DM,30-363,90,1,0,1,0,0,1,1,100.0,0,3,1,2,2,3,2,0
Keane Lewis-Potter,23,eng ENG,LB,24-014,90,0,0,0,0,0,0,1,0.0,1,2,1,1,2,2,4,0
Ethan Pinnock,5,jm JAM,CB,31-283,90,1,0,0,1,0,0,0,,0,2,0,2,2,3,4,0
Nathan Collins,22,ie IRL,CB,23-312,90,1,0,1,0,0,0,0,,0,5,2,3,0,1,11,0
Kristoffer Ajer,20,no NOR,RB,26-325,89,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,4,0
Kim Jisoo,36,kr KOR,RB,20-074,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mark Flekken,1,nl NED,GK,31-268,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
