Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,32-296,90,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-047,45,11,11,0,0,0,0,1,0,0,0,0,0,6,0,1
Anthony Elanga,21,se SWE,"RW,FW",22-154,45,11,11,0,0,0,0,1,0,0,0,0,0,8,0,1
Nicolás Domínguez,16,ar ARG,LM,26-092,56,26,25,0,0,0,0,0,0,0,0,0,0,18,1,0
Callum Hudson-Odoi,14,eng ENG,LW,23-326,34,15,13,2,0,0,0,7,0,2,2,0,0,8,0,1
Ryan Yates,22,eng ENG,"CM,DM",26-312,90,56,49,6,4,0,0,0,0,0,0,0,0,47,1,0
James Ward-Prowse,18,eng ENG,"CM,DM",29-332,74,35,27,8,4,0,1,7,0,4,2,2,0,29,0,0
Ramón Sosa,24,py PAR,DM,25-028,16,11,10,1,1,0,0,1,0,0,0,0,0,7,0,0
Elliot Anderson,8,eng ENG,RM,21-327,56,18,18,0,0,0,0,1,0,0,0,0,0,13,0,0
Jota Silva,20,pt POR,AM,25-058,34,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0
Álex Moreno,19,es ESP,LB,31-112,83,29,24,5,0,0,0,2,5,0,0,0,0,16,0,2
Neco Williams,7,wls WAL,LB,23-168,7,9,8,1,0,0,0,1,1,0,0,0,0,7,0,2
Murillo,5,br BRA,CB,22-086,90,45,41,3,2,1,0,1,0,0,0,0,0,35,1,0
Nikola Milenković,31,rs SRB,CB,26-352,90,40,38,0,0,0,0,0,0,0,0,0,0,36,2,0
Ola Aina,34,ng NGA,RB,27-356,90,54,45,8,1,0,0,3,7,0,0,0,0,38,1,1
Matz Sels,26,be BEL,GK,32-215,90,21,13,7,3,0,0,0,0,0,0,0,0,10,1,0
