Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-137,90,1,0,1,0,0,1,1,100.0,0,3,3,0,1,2,3,0
Yehor Yarmoliuk,18,ua UKR,"LW,DM",20-323,90,2,1,2,0,0,2,3,66.7,1,3,0,3,0,2,3,0
Bryan Mbeumo,19,cm CMR,RW,25-164,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Mikkel Damsgaard,24,dk DEN,AM,24-199,80,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Mathias Jensen,8,dk DEN,AM,29-017,10,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Vitaly Janelt,27,de GER,DM,26-253,65,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
Kevin Schade,7,de GER,LW,23-052,25,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Christian Nørgaard,6,dk DEN,DM,30-314,90,3,3,1,2,0,0,2,0.0,2,2,2,0,4,7,2,0
Keane Lewis-Potter,23,eng ENG,LB,23-331,90,2,1,2,0,0,2,2,100.0,0,4,1,3,1,3,3,0
Sepp van den Berg,4,nl NED,CB,23-029,90,0,0,0,0,0,0,0,,0,7,5,2,1,1,8,0
Nathan Collins,22,ie IRL,CB,23-263,90,2,1,2,0,0,2,2,100.0,0,5,3,2,1,3,10,0
Mads Roerslev,30,dk DEN,RB,25-208,90,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,3,0
Mark Flekken,1,nl NED,GK,31-219,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
