Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-137,90,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,50.0
Yehor Yarmoliuk,18,ua UKR,"LW,DM",20-323,90,0,0,0,0,1,2,0,0,1,0,0,0,4,0,0,
Bryan Mbeumo,19,cm CMR,RW,25-164,90,0,0,0,0,2,1,5,1,0,0,0,0,0,1,0,100.0
Mikkel Damsgaard,24,dk DEN,AM,24-199,80,0,0,0,1,2,0,1,0,0,0,0,0,4,0,0,
Mathias Jensen,8,dk DEN,AM,29-017,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Vitaly Janelt,27,de GER,DM,26-253,65,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,
Kevin Schade,7,de GER,LW,23-052,25,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,80.0
Christian Nørgaard,6,dk DEN,DM,30-314,90,1,0,0,3,0,1,1,4,3,0,0,0,12,0,2,0.0
Keane Lewis-Potter,23,eng ENG,LB,23-331,90,0,0,0,0,1,0,1,1,1,0,0,0,3,1,1,50.0
Sepp van den Berg,4,nl NED,CB,23-029,90,0,0,0,0,0,0,0,1,0,0,0,0,4,3,3,50.0
Nathan Collins,22,ie IRL,CB,23-263,90,0,0,0,0,2,0,0,1,1,0,0,0,3,3,2,60.0
Mads Roerslev,30,dk DEN,RB,25-208,90,1,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0.0
Mark Flekken,1,nl NED,GK,31-219,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
