Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-137,90,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0
Yehor Yarmoliuk,18,ua UKR,"LW,DM",20-323,90,27,26,0,0,0,1,0,0,0,0,0,0,18,1,2
Bryan Mbeumo,19,cm CMR,RW,25-164,90,20,16,3,3,0,0,5,0,0,0,0,0,7,1,0
Mikkel Damsgaard,24,dk DEN,AM,24-199,80,25,23,2,0,0,0,1,0,1,1,0,0,22,0,0
Mathias Jensen,8,dk DEN,AM,29-017,10,4,1,2,0,0,0,1,0,1,1,0,0,2,1,0
Vitaly Janelt,27,de GER,DM,26-253,65,30,29,1,1,0,0,0,0,0,0,0,0,24,0,1
Kevin Schade,7,de GER,LW,23-052,25,8,8,0,0,0,0,0,0,0,0,0,0,2,0,1
Christian Nørgaard,6,dk DEN,DM,30-314,90,40,35,4,1,0,0,1,2,0,0,0,0,36,1,0
Keane Lewis-Potter,23,eng ENG,LB,23-331,90,33,25,7,0,0,0,1,7,0,0,0,0,21,1,0
Sepp van den Berg,4,nl NED,CB,23-029,90,29,22,7,0,0,0,0,0,0,0,0,0,27,0,0
Nathan Collins,22,ie IRL,CB,23-263,90,38,38,0,0,0,0,0,0,0,0,0,0,32,0,0
Mads Roerslev,30,dk DEN,RB,25-208,90,25,22,3,1,0,0,0,2,0,0,0,0,20,0,0
Mark Flekken,1,nl NED,GK,31-219,90,55,41,13,6,0,0,0,0,0,0,0,0,42,1,0
