Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Lucas Paquetá,10,br BRA,"FW,RW",27-140,90,1,0,0,1,5,3,1,0,2,0,0,0,6,3,4,42.9
Carlos Soler,4,es ESP,LW,28-012,71,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0
Andy Irving,39,sct SCO,"DM,LW",24-246,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Mohammed Kudus,14,gh GHA,RW,24-165,62,0,0,0,0,2,1,0,0,0,0,0,0,5,0,2,0.0
Danny Ings,18,eng ENG,"FW,RW",32-175,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Tomáš Souček,28,cz CZE,AM,29-322,90,1,0,0,2,0,0,0,2,0,0,0,0,1,2,2,50.0
Guido Rodríguez,24,ar ARG,DM,30-277,80,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,50.0
Oliver Scarles,57,eng ENG,LW,19-033,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Edson Álvarez,19,mx MEX,DM,27-082,90,0,0,0,3,2,0,0,1,2,0,0,0,6,0,1,0.0
Emerson Palmieri,33,it ITA,LB,30-164,80,0,0,0,1,1,0,2,1,1,0,0,0,1,3,2,60.0
Aaron Cresswell,3,eng ENG,LB,35-030,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Max Kilman,26,eng ENG,CB,27-236,90,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,75.0
Konstantinos Mavropanos,15,gr GRE,CB,27-034,90,0,0,0,0,0,0,0,1,2,0,0,0,2,3,1,75.0
Aaron Wan-Bissaka,29,eng ENG,RB,27-049,90,1,0,0,2,5,0,0,2,0,0,0,0,6,0,0,
Łukasz Fabiański,1,pl POL,GK,39-271,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
