Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Niclas Füllkrug,11,de GER,FW,31-330,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Crysencio Summerville,7,nl NED,LW,23-066,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Mohammed Kudus,14,gh GHA,RW,24-155,71,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Luis Guilherme,17,br BRA,RW,18-330,19,1,0,1,0,0,0,0,,0,2,0,2,1,2,1,0
Lucas Paquetá,10,br BRA,"AM,DM",27-130,90,5,4,1,2,2,1,1,100.0,0,0,0,0,0,5,1,0
Edson Álvarez,19,mx MEX,DM,27-072,86,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,1,1
Danny Ings,18,eng ENG,AM,32-165,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tomáš Souček,28,cz CZE,DM,29-312,90,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0
Aaron Wan-Bissaka,29,eng ENG,LB,27-039,90,2,2,1,1,0,1,1,100.0,0,2,0,2,3,5,2,0
Max Kilman,26,eng ENG,CB,27-226,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,4,0
Jean-Clair Todibo,25,fr FRA,CB,25-005,52,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Konstantinos Mavropanos,15,gr GRE,CB,27-024,38,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Vladimír Coufal,5,cz CZE,RB,32-135,90,3,3,2,1,0,1,2,50.0,1,1,1,0,1,4,4,0
Alphonse Areola,23,fr FRA,GK,31-312,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
