Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Diogo Jota,20,pt POR,FW,28-084,61,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,0,0
Cody Gakpo,18,nl NED,LW,25-295,29,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Luis Díaz,7,co COL,"LW,FW",28-044,86,4,4,0,3,1,1,4,25.0,3,0,0,0,1,5,0,0
Darwin Núñez,9,uy URU,FW,25-247,4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Mohamed Salah,11,eg EGY,RW,32-256,90,2,1,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0
Dominik Szoboszlai,8,hu HUN,AM,24-124,90,5,4,0,4,1,2,2,100.0,0,1,1,0,0,5,2,0
Alexis Mac Allister,10,ar ARG,DM,26-064,86,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0
Curtis Jones,17,eng ENG,DM,24-027,4,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Ryan Gravenberch,38,nl NED,DM,22-286,76,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,3,0
Wataru Endo,3,jp JPN,DM,32-017,14,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Kostas Tsimikas,21,gr GRE,LB,28-290,90,5,3,2,3,0,3,3,100.0,0,1,0,1,1,6,0,0
Virgil van Dijk,4,nl NED,CB,33-233,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,6,0
Ibrahima Konaté,5,fr FRA,CB,25-277,90,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0
Trent Alexander-Arnold,66,eng ENG,RB,26-142,76,2,2,1,0,1,1,2,50.0,1,0,0,0,1,3,5,0
Jarell Quansah,78,eng ENG,RB,22-028,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Alisson,1,br BRA,GK,32-147,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
