Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-315,62,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,2,0
Rodrigo Muniz,9,br BRA,FW,23-316,28,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0
Willian,22,br BRA,LW,36-219,86,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0
Ryan Sessegnon,30,eng ENG,LW,24-302,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alex Iwobi,17,ng NGA,RW,28-317,62,2,0,0,1,1,2,2,100.0,0,2,0,2,0,2,0,0
Adama Traoré,11,es ESP,RW,29-050,28,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Emile Smith Rowe,32,eng ENG,AM,24-231,71,2,2,0,2,0,0,0,,0,2,1,1,0,2,1,0
Tom Cairney,10,sct SCO,AM,34-055,19,3,3,2,0,1,2,2,100.0,0,1,0,1,0,3,0,0
Sander Berge,16,no NOR,DM,27-030,90,4,1,3,1,0,3,3,100.0,0,1,1,0,1,5,2,0
Andreas Pereira,18,br BRA,DM,29-074,90,4,4,1,2,1,2,3,66.7,1,1,0,1,0,4,1,0
Antonee Robinson,33,us USA,LB,27-220,90,6,4,3,2,1,5,6,83.3,1,0,0,0,3,9,2,0
Calvin Bassey,3,ng NGA,CB,25-075,90,5,2,3,2,0,2,2,100.0,0,0,0,0,0,5,2,1
Joachim Andersen,5,dk DEN,CB,28-289,90,1,1,0,1,0,0,0,,0,2,2,0,2,3,5,0
Timothy Castagne,21,be BEL,RB,29-101,90,1,1,1,0,0,1,4,25.0,3,1,0,1,3,4,3,0
Bernd Leno,1,de GER,GK,33-012,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
