Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,FW,33-315,62,24,2,4,12,10,2,24,1,0,0.0,1,100.0,19,164,62,1,2,0,0,3,20,5
Rodrigo Muniz,9,br BRA,FW,23-316,28,17,0,0,10,7,2,17,1,1,100.0,0,0.0,9,55,9,0,1,0,3,1,12,3
Willian,22,br BRA,LW,36-219,86,68,0,4,25,40,1,68,1,0,0.0,0,0.0,38,218,122,2,0,1,3,1,53,9
Ryan Sessegnon,30,eng ENG,LW,24-302,4,7,0,0,3,4,2,7,2,0,0.0,2,100.0,5,42,13,1,1,1,0,2,5,1
Alex Iwobi,17,ng NGA,RW,28-317,62,42,0,4,20,19,2,42,5,2,40.0,2,40.0,27,155,55,2,0,1,3,2,29,8
Adama Traoré,11,es ESP,RW,29-050,28,12,0,1,5,7,2,12,2,0,0.0,2,100.0,5,54,19,1,2,1,1,2,5,1
Emile Smith Rowe,32,eng ENG,AM,24-231,71,48,1,4,25,19,2,48,0,0,,0,,27,137,69,0,2,0,1,0,35,8
Tom Cairney,10,sct SCO,AM,34-055,19,14,0,5,7,2,0,14,0,0,,0,,7,41,25,1,0,0,0,0,7,0
Sander Berge,16,no NOR,DM,27-030,90,70,5,22,37,12,0,70,1,0,0.0,0,0.0,44,265,101,0,4,0,1,0,52,1
Andreas Pereira,18,br BRA,DM,29-074,90,42,0,5,19,20,4,42,2,2,100.0,0,0.0,22,123,69,4,1,1,0,2,27,5
Antonee Robinson,33,us USA,LB,27-220,90,92,1,19,43,33,3,92,4,3,75.0,1,25.0,42,283,159,4,3,1,0,1,56,13
Calvin Bassey,3,ng NGA,CB,25-075,90,52,8,24,26,2,0,52,1,1,100.0,0,0.0,37,197,104,0,0,0,1,0,41,0
Joachim Andersen,5,dk DEN,CB,28-289,90,96,16,50,38,9,1,96,0,0,,0,,58,333,122,0,1,0,0,2,75,0
Timothy Castagne,21,be BEL,RB,29-101,90,74,5,31,27,17,5,74,1,0,0.0,1,100.0,29,103,23,0,2,0,0,0,36,2
Bernd Leno,1,de GER,GK,33-012,90,42,38,42,0,0,0,42,0,0,,0,,27,153,60,0,0,0,0,0,24,0
