Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Bryan Mbeumo,19,cm CMR,FW,25-038,90,27,24,3,1,1,0,3,0,2,2,0,0,24,0,0
Yoane Wissa,11,cd COD,FW,28-011,44,17,15,2,1,1,0,0,0,0,0,0,0,12,0,0
Kevin Schade,7,de GER,FW,22-292,46,11,11,0,0,0,0,0,0,0,0,0,0,5,0,0
Vitaly Janelt,27,de GER,CM,26-127,71,34,33,0,0,0,2,0,0,0,0,0,0,28,1,1
Fabio Carvalho,14,pt POR,CM,22-015,19,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Christian Nørgaard,6,dk DEN,CM,30-188,90,50,48,2,0,0,0,1,2,0,0,0,0,45,0,1
Mikkel Damsgaard,24,dk DEN,CM,24-073,83,37,34,3,0,2,0,1,0,1,1,0,0,31,0,0
Yehor Yarmoliuk,18,ua UKR,CM,20-197,7,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-205,90,21,20,1,0,0,0,1,1,0,0,0,0,16,0,0
Nathan Collins,22,ie IRL,CB,23-137,90,49,47,2,0,0,0,0,2,0,0,0,0,43,0,0
Ethan Pinnock,5,jm JAM,CB,31-108,90,68,62,6,2,0,0,0,0,0,0,0,0,64,0,1
Sepp van den Berg,4,nl NED,CB,22-269,90,52,49,3,1,0,0,1,2,0,0,0,0,46,0,2
Kristoffer Ajer,20,no NOR,RB,26-150,71,41,38,3,1,0,0,2,2,0,0,0,0,33,0,4
Mads Roerslev,30,dk DEN,RB,25-082,19,10,10,0,0,0,0,3,0,0,0,0,0,5,0,0
Mark Flekken,1,nl NED,GK,31-093,90,67,61,6,4,0,1,0,0,0,0,0,0,56,0,0
