Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Danny Welbeck,18,eng ENG,FW,33-307,80,19,17,2,0,0,0,1,0,0,0,0,0,15,0,1
Evan Ferguson,28,ie IRL,FW,19-345,10,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Kaoru Mitoma,22,jp JPN,LW,27-131,90,36,36,0,0,0,0,4,0,0,0,0,0,27,0,3
Georginio Rutter,14,fr FRA,RW,22-161,70,20,20,0,0,1,0,0,0,0,0,0,0,14,0,1
Yankuba Minteh,17,gm GAM,RW,20-068,20,7,6,1,0,0,0,2,1,0,0,0,0,5,0,0
Jack Hinshelwood,41,eng ENG,"LM,RB",19-170,90,39,31,8,2,0,0,0,3,0,0,0,0,30,0,1
Mats Wieffer,27,nl NED,CM,24-317,56,48,46,2,2,0,0,0,0,0,0,0,0,39,0,2
Yasin Ayari,26,se SWE,RM,20-358,34,11,11,0,0,0,0,1,0,0,0,0,0,8,0,1
Carlos Baleba,20,cm CMR,"RM,CM",20-269,90,57,56,1,1,0,1,0,0,0,0,0,0,51,0,0
Pervis Estupiñán,30,ec ECU,LB,26-251,90,68,54,14,2,0,0,6,10,2,1,1,0,57,0,1
Lewis Dunk,5,eng ENG,CB,32-312,90,111,103,8,4,0,0,0,0,0,0,0,0,98,0,2
Adam Webster,4,eng ENG,CB,29-268,56,42,42,0,0,0,0,0,0,0,0,0,0,38,0,1
Igor,3,br BRA,CB,26-234,34,37,34,3,1,0,0,0,0,0,0,0,0,36,0,0
Ferdi Kadioglu,24,tr TUR,RB,24-357,70,36,27,8,1,0,0,2,7,0,0,0,0,30,1,0
Julio Enciso,10,py PAR,LM,20-249,20,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0
Bart Verbruggen,1,nl NED,GK,22-041,90,48,45,2,1,0,0,0,0,0,0,0,0,41,1,0
