Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-014,89,17,17,0,0,0,0,0,0,0,0,0,0,11,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-131,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,14,eng ENG,AM,24-044,90,36,32,3,0,0,0,4,1,1,0,1,0,29,1,0
Anthony Elanga,21,se SWE,AM,22-238,63,22,19,3,0,0,0,5,0,3,3,0,0,13,0,0
Ryan Yates,22,eng ENG,"AM,CM",27-030,27,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Elliot Anderson,8,eng ENG,CM,22-045,63,32,31,1,0,1,0,3,0,1,0,1,0,24,0,0
Nicolás Domínguez,16,ar ARG,CM,26-176,27,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Morgan Gibbs-White,10,eng ENG,CM,24-329,74,45,43,2,2,0,1,0,0,0,0,0,0,40,0,1
Jota Silva,20,pt POR,"CM,AM",25-142,16,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Neco Williams,7,wls WAL,WB,23-252,89,37,28,9,0,0,0,0,9,0,0,0,0,27,0,0
Harry Toffolo,15,eng ENG,WB,29-124,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ola Aina,34,ng NGA,WB,28-074,90,36,30,5,0,0,0,1,5,0,0,0,0,23,1,0
Morato,4,br BRA,CB,23-174,90,25,21,3,1,0,0,0,1,0,0,0,0,20,1,1
Murillo,5,br BRA,CB,22-170,90,23,20,3,3,0,0,1,0,0,0,0,0,21,0,0
Nikola Milenković,31,rs SRB,CB,27-070,90,21,19,2,2,0,0,0,0,0,0,0,0,14,0,0
Matz Sels,26,be BEL,GK,32-299,90,24,13,11,2,0,0,0,0,0,0,0,0,9,0,0
