Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Leandro Trossard,19,be BEL,FW,30-122,90,31,30,1,0,0,0,1,0,0,0,0,0,27,0,2
Raheem Sterling,30,eng ENG,LW,30-118,45,15,15,0,0,0,0,1,0,0,0,0,0,10,0,4
Gabriel Martinelli,11,br BRA,LW,23-291,45,19,19,0,0,0,0,0,0,0,0,0,0,14,0,2
Ethan Nwaneri,53,eng ENG,RW,18-015,45,12,10,2,1,0,0,3,0,1,1,0,0,9,0,2
Bukayo Saka,7,eng ENG,RW,23-212,45,10,8,2,0,0,0,4,0,2,2,0,0,6,0,0
Mikel Merino,23,es ESP,LM,28-287,90,34,33,1,0,0,0,0,1,0,0,0,0,28,0,0
Jorginho,20,it ITA,CM,33-106,70,41,41,0,0,1,0,0,0,0,0,0,0,38,0,0
Martin Ødegaard,8,no NOR,RM,26-109,20,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Declan Rice,41,eng ENG,"RM,CM",26-081,90,35,29,6,1,0,0,6,0,5,5,0,0,26,0,1
Myles Lewis-Skelly,49,eng ENG,LB,18-191,74,37,34,3,1,0,1,1,2,0,0,0,0,29,0,1
Kieran Tierney,3,sct SCO,LB,27-304,16,18,14,4,1,0,0,1,3,0,0,0,0,15,0,0
Jakub Kiwior,15,pl POL,CB,25-049,90,64,60,4,2,1,0,1,0,0,0,0,0,59,0,0
William Saliba,2,fr FRA,CB,24-012,90,78,71,6,6,0,0,0,0,0,0,0,0,74,1,0
Ben White,4,eng ENG,RB,27-179,60,34,28,6,0,0,0,0,6,0,0,0,0,28,0,1
Jurriën Timber,12,nl NED,RB,23-292,30,13,10,3,1,0,0,0,2,0,0,0,0,10,0,0
David Raya,22,es ESP,GK,29-202,90,45,39,6,2,0,0,0,0,0,0,0,0,34,0,0
