Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Eddie Nketiah,9,eng ENG,"FW,RW,RM",25-128,90,1,0,0,0,3,1,0,0,0,0,0,0,1,0,3,0.0
Eberechi Eze,10,eng ENG,"LW,LM",26-098,90,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0.0
Ismaila Sarr,7,sn SEN,"RW,RM,RB",26-223,90,1,0,0,0,2,0,2,1,0,0,0,0,6,1,4,20.0
Tyrick Mitchell,3,eng ENG,LM,25-034,59,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,
Jean-Philippe Mateta,14,fr FRA,FW,27-099,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.0
Jefferson Lerma,8,co COL,"CM,DM",29-346,90,1,0,0,2,3,0,0,1,0,0,0,0,10,0,4,0.0
Adam Wharton,20,eng ENG,CM,20-125,59,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.0
Will Hughes,19,eng ENG,CM,29-171,31,1,0,0,2,1,0,0,0,1,0,0,0,2,1,2,33.3
Daniel Muñoz,12,co COL,RM,28-132,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Nathaniel Clyne,17,eng ENG,"RM,LM,LB",33-183,74,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0.0
Trevoh Chalobah,27,eng ENG,CB,25-092,87,0,0,0,2,1,0,0,2,0,0,0,0,6,0,0,
Daichi Kamada,18,jp JPN,CM,28-061,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marc Guéhi,6,eng ENG,CB,24-084,90,0,0,0,0,4,0,0,0,0,0,0,0,4,2,1,66.7
Maxence Lacroix,5,fr FRA,CB,24-182,90,0,0,0,1,0,0,0,1,0,0,0,0,4,3,2,60.0
Dean Henderson,1,eng ENG,GK,27-207,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
