Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Mohammed Kudus,14,gh GHA,"FW,RM",24-204,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1
Jarrod Bowen,20,eng ENG,FW,28-064,81,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,0,0
Evan Ferguson,34,ie IRL,FW,20-126,9,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Edson Álvarez,19,mx MEX,CM,27-121,87,2,0,2,0,0,0,0,,0,1,0,1,2,4,3,0
Carlos Soler,4,es ESP,LM,28-051,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Ward-Prowse,8,eng ENG,CM,30-113,90,1,1,0,0,1,0,2,0.0,2,3,3,0,2,3,3,0
Tomáš Souček,28,cz CZE,CM,29-361,90,0,0,0,0,0,0,1,0.0,1,3,2,1,0,0,3,1
Oliver Scarles,57,eng ENG,LB,19-072,90,6,4,5,1,0,4,6,66.7,2,1,1,0,7,13,2,0
Aaron Cresswell,3,eng ENG,CB,35-069,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,10,0
Max Kilman,26,eng ENG,CB,27-275,90,0,0,0,0,0,0,0,,0,3,2,1,0,0,9,0
Jean-Clair Todibo,25,fr FRA,CB,25-054,61,1,0,1,0,0,0,0,,0,0,0,0,1,2,6,0
Konstantinos Mavropanos,15,gr GRE,CB,27-073,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Aaron Wan-Bissaka,29,eng ENG,RB,27-088,90,1,0,0,1,0,0,0,,0,1,1,0,0,1,6,0
Alphonse Areola,23,fr FRA,GK,31-361,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
