Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Raúl Jiménez,7,mx MEX,FW,33-223,67,13,12,0,0,0,0,0,0,0,0,0,0,10,1,1
Rodrigo Muniz,9,br BRA,FW,23-224,23,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0
Harry Wilson,8,wls WAL,"LW,RW",27-267,86,24,24,0,0,0,1,0,0,0,0,0,0,18,0,0
Adama Traoré,11,es ESP,RW,28-324,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,17,ng NGA,"RW,LW",28-225,90,40,40,0,0,0,3,2,0,0,0,0,0,33,0,0
Andreas Pereira,18,br BRA,AM,28-348,68,24,19,5,0,0,0,5,0,3,1,1,0,17,0,2
Emile Smith Rowe,32,eng ENG,AM,24-139,22,5,4,1,0,0,0,0,0,0,0,0,0,3,0,0
Saša Lukić,20,rs SRB,DM,28-123,90,33,32,1,0,0,0,2,0,1,1,0,0,25,0,0
Sander Berge,16,no NOR,DM,26-304,90,34,34,0,0,0,0,1,0,0,0,0,0,30,0,1
Antonee Robinson,33,us USA,LB,27-128,90,39,33,6,0,0,0,4,6,0,0,0,0,30,0,1
Jorge Cuenca,15,es ESP,CB,25-027,90,30,23,7,2,0,0,0,0,0,0,0,0,26,0,0
Issa Diop,31,fr FRA,CB,27-340,90,39,36,3,3,0,0,0,0,0,0,0,0,35,0,0
Kenny Tete,2,nl NED,RB,29-066,54,24,20,4,0,0,0,0,4,0,0,0,0,16,0,0
Timothy Castagne,21,be BEL,RB,29-009,36,20,19,1,0,0,0,0,1,0,0,0,0,19,0,0
Bernd Leno,1,de GER,GK,32-285,90,43,29,14,6,0,0,0,0,0,0,0,0,31,0,0
