Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Raúl Jiménez,7,mx MEX,FW,33-223,67,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,33.3
Rodrigo Muniz,9,br BRA,FW,23-224,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,20.0
Harry Wilson,8,wls WAL,"LW,RW",27-267,86,0,0,0,0,2,0,0,1,0,0,0,0,4,0,1,0.0
Adama Traoré,11,es ESP,RW,28-324,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alex Iwobi,17,ng NGA,"RW,LW",28-225,90,0,0,0,0,1,1,2,0,0,0,0,0,5,0,2,0.0
Andreas Pereira,18,br BRA,AM,28-348,68,1,0,0,2,0,1,5,0,1,0,0,0,4,0,0,
Emile Smith Rowe,32,eng ENG,AM,24-139,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Saša Lukić,20,rs SRB,DM,28-123,90,0,0,0,1,1,0,2,0,0,0,0,0,2,1,1,50.0
Sander Berge,16,no NOR,DM,26-304,90,1,0,0,2,0,0,1,0,2,0,0,0,5,1,0,100.0
Antonee Robinson,33,us USA,LB,27-128,90,1,0,0,1,1,0,4,3,3,0,0,0,3,1,0,100.0
Jorge Cuenca,15,es ESP,CB,25-027,90,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,100.0
Issa Diop,31,fr FRA,CB,27-340,90,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0
Kenny Tete,2,nl NED,RB,29-066,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
Timothy Castagne,21,be BEL,RB,29-009,36,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0.0
Bernd Leno,1,de GER,GK,32-285,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
