Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Beto,14,gw GNB,FW,27-064,64,0,0,0,4,0,0,0,0,1,0,0,0,3,3,1,75.0
Armando Broja,22,al ALB,FW,23-207,26,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3
Iliman Ndiaye,10,sn SEN,LW,25-030,74,0,0,0,1,3,0,2,0,2,0,0,0,2,0,1,0.0
Ashley Young,18,eng ENG,LB,39-270,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Jack Harrison,11,eng ENG,RW,28-136,86,0,0,0,1,3,0,7,1,1,1,0,0,3,0,1,0.0
Dwight McNeil,7,eng ENG,LW,25-134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Abdoulaye Doucouré,16,ml MLI,AM,32-094,90,0,0,0,2,1,0,1,0,2,0,0,0,4,0,3,0.0
Tim Iroegbunam,42,eng ENG,DM,21-279,64,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0.0
James Garner,37,eng ENG,DM,24-023,26,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0
Idrissa Gana Gueye,27,sn SEN,DM,35-191,90,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,
Nathan Patterson,2,sct SCO,LB,23-171,74,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,
Carlos Alcaraz,24,ar ARG,"LW,RW",22-126,16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Jarrad Branthwaite,32,eng ENG,CB,22-282,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0
James Tarkowski,6,eng ENG,CB,32-137,90,1,0,0,1,3,0,1,2,0,0,0,0,0,0,3,0.0
Jake O'Brien,15,ie IRL,RB,23-325,90,1,0,0,1,0,0,0,0,2,0,0,0,2,1,3,25.0
Jordan Pickford,1,eng ENG,GK,31-029,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
