Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Mathys Tel,11,fr FRA,FW,19-301,73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1
Dane Scarlett,44,eng ENG,FW,20-335,17,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Son Heung-min,7,kr KOR,LW,32-229,73,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Wilson Odobert,28,fr FRA,LW,20-086,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Brennan Johnson,22,wls WAL,RW,23-275,63,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
James Maddison,10,eng ENG,LM,28-091,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Bergvall,15,se SWE,"LM,RM",19-020,84,3,0,2,1,0,0,0,,0,3,0,3,2,5,0,0
Yves Bissouma,8,ml MLI,RM,28-176,6,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Rodrigo Bentancur,30,uy URU,CM,27-242,90,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,4,0
Dejan Kulusevski,21,se SWE,"RM,RW",24-303,90,4,3,3,1,0,2,5,40.0,3,0,0,0,1,5,1,0
Destiny Udogie,13,it ITA,LB,22-086,64,3,1,1,2,0,3,3,100.0,0,6,3,3,0,3,0,0
Pedro Porro,23,es ESP,RB,25-162,26,1,1,0,1,0,0,0,,0,1,1,0,0,1,1,0
Kevin Danso,4,at AUT,CB,26-156,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,7,1
Archie Gray,14,eng ENG,CB,18-347,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
Djed Spence,24,eng ENG,"RB,LB",24-197,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
Guglielmo Vicario,1,it ITA,GK,28-138,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
