Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Mathys Tel,11,fr FRA,FW,19-301,73,16,0,3,9,5,1,16,3,0,0.0,2,66.7,10,87,20,1,0,0,1,1,7,2
Dane Scarlett,44,eng ENG,FW,20-335,17,6,1,3,3,0,0,6,0,0,,0,,3,38,10,0,0,0,0,1,3,0
Son Heung-min,7,kr KOR,LW,32-229,73,41,1,7,14,20,5,41,5,0,0.0,3,60.0,32,232,104,4,0,3,1,1,32,11
Wilson Odobert,28,fr FRA,LW,20-086,17,11,1,3,4,4,1,11,1,0,0.0,1,100.0,10,47,7,1,0,0,3,0,8,0
Brennan Johnson,22,wls WAL,RW,23-275,63,27,0,3,19,6,3,27,2,1,50.0,1,50.0,19,66,19,0,0,0,1,0,21,3
James Maddison,10,eng ENG,LM,28-091,27,24,0,5,10,9,2,24,1,1,100.0,0,0.0,18,83,44,1,1,1,0,0,21,2
Lucas Bergvall,15,se SWE,"LM,RM",19-020,84,43,0,14,22,8,1,43,2,1,50.0,1,50.0,24,176,87,2,1,0,0,1,25,1
Yves Bissouma,8,ml MLI,RM,28-176,6,7,0,0,5,2,0,7,1,0,0.0,1,100.0,4,10,6,0,0,0,0,1,5,0
Rodrigo Bentancur,30,uy URU,CM,27-242,90,70,7,29,37,6,2,70,0,0,,0,,43,167,75,2,1,1,0,2,41,1
Dejan Kulusevski,21,se SWE,"RM,RW",24-303,90,49,0,15,19,16,2,49,1,0,0.0,1,100.0,33,153,57,2,2,1,4,2,32,6
Destiny Udogie,13,it ITA,LB,22-086,64,50,3,17,24,9,1,50,1,0,0.0,1,100.0,31,186,63,1,3,1,3,0,33,1
Pedro Porro,23,es ESP,RB,25-162,26,19,3,8,8,3,0,19,0,0,,0,,10,47,28,0,0,0,1,0,11,1
Kevin Danso,4,at AUT,CB,26-156,90,103,16,65,36,3,1,103,1,0,0.0,1,100.0,78,387,164,0,0,0,1,0,82,0
Archie Gray,14,eng ENG,CB,18-347,90,91,10,54,37,0,0,91,0,0,,0,,79,351,135,0,0,0,0,0,80,0
Djed Spence,24,eng ENG,"RB,LB",24-197,90,65,2,25,30,10,2,65,2,2,100.0,0,0.0,39,224,97,1,1,0,2,2,46,2
Guglielmo Vicario,1,it ITA,GK,28-138,90,31,26,31,0,0,0,31,0,0,,0,,22,73,32,0,0,0,0,0,20,0
