Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-108,80,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0
Christopher Nkunku,18,fr FRA,FW,26-327,10,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Jadon Sancho,19,eng ENG,LW,24-195,89,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
Mykhailo Mudryk,10,ua UKR,LW,23-275,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Noni Madueke,11,eng ENG,RW,22-210,89,3,2,0,2,1,1,3,33.3,2,1,0,1,1,4,0,0
Pedro Neto,7,pt POR,RW,24-211,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cole Palmer,20,eng ENG,"AM,RM",22-153,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Enzo Fernández,8,ar ARG,DM,23-263,80,1,0,0,1,0,1,4,25.0,3,3,0,3,1,2,3,0
João Félix,14,pt POR,LM,24-331,10,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0
Moisés Caicedo,25,ec ECU,"DM,CM",22-339,90,3,3,1,1,1,3,4,75.0,1,1,1,0,0,3,1,0
Marc Cucurella,3,es ESP,LB,26-076,90,2,1,1,1,0,1,3,33.3,2,1,0,1,1,3,1,0
Levi Colwill,6,eng ENG,CB,21-223,89,0,0,0,0,0,0,0,,0,2,1,1,3,3,2,0
Tosin Adarabioyo,4,eng ENG,CB,27-012,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Wesley Fofana,29,fr FRA,CB,23-294,90,1,1,0,1,0,0,0,,0,1,1,0,1,2,7,1
Malo Gusto,27,fr FRA,RB,21-140,90,0,0,0,0,0,0,0,,0,3,2,1,0,0,1,0
Robert Sánchez,1,es ESP,GK,26-323,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
