Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-315,64,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Jáder Durán,9,co COL,FW,20-332,26,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Jacob Ramsey,41,eng ENG,LW,23-165,44,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
John McGinn,7,sct SCO,LW,30-022,46,16,15,1,1,0,0,6,0,0,0,0,0,9,0,1
Leon Bailey,31,jm JAM,RW,27-092,64,16,16,0,0,0,0,1,0,0,0,0,0,11,0,3
Jaden Philogene Bidace,19,eng ENG,RW,22-275,26,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Morgan Rogers,27,eng ENG,AM,22-106,90,31,28,3,0,1,0,1,0,0,0,0,0,18,0,4
Youri Tielemans,8,be BEL,DM,27-186,90,42,37,5,2,0,0,6,0,3,3,0,0,36,0,2
Amadou Onana,24,be BEL,DM,23-085,73,26,24,1,1,0,0,0,0,0,0,0,0,19,1,1
Boubacar Kamara,44,fr FRA,DM,24-352,17,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Lucas Digne,12,fr FRA,LB,31-112,73,28,22,6,1,0,0,6,2,3,3,0,0,21,0,0
Ian Maatsen,22,nl NED,LB,22-244,17,21,15,6,0,0,0,3,3,3,1,0,0,16,0,1
Pau Torres,14,es ESP,CB,27-298,90,45,35,10,3,0,0,0,1,0,0,0,0,41,0,0
Diego Carlos,3,br BRA,CB,31-239,90,59,56,3,1,0,1,0,0,0,0,0,0,46,0,0
Ezri Konsa,4,eng ENG,RB,27-017,90,36,31,5,2,0,0,0,3,0,0,0,0,31,0,1
Emiliano Martínez,23,ar ARG,GK,32-068,90,33,29,4,1,0,0,0,0,0,0,0,0,28,0,0
