Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-198,80,12,12,0,0,0,0,0,0,0,0,0,0,9,0,1
Marc Guiu,38,es ESP,FW,19-000,10,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0
Jadon Sancho,19,eng ENG,LW,24-285,85,39,39,0,0,0,0,1,0,0,0,0,0,36,0,0
Noni Madueke,11,eng ENG,LW,22-300,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Pedro Neto,7,pt POR,RW,24-301,90,27,25,2,1,0,1,2,1,0,0,0,0,22,0,1
Cole Palmer,20,eng ENG,AM,22-243,90,42,35,7,2,1,0,5,0,4,4,0,0,28,0,2
Moisés Caicedo,25,ec ECU,DM,23-063,90,55,54,1,1,0,0,0,0,0,0,0,0,52,0,0
Enzo Fernández,8,ar ARG,DM,23-353,90,63,59,4,2,0,1,2,0,2,2,0,0,52,0,3
Marc Cucurella,3,es ESP,LB,26-166,90,70,63,7,1,0,0,2,6,0,0,0,0,61,0,0
Levi Colwill,6,eng ENG,CB,21-313,90,81,77,4,2,0,0,0,0,0,0,0,0,78,0,0
Joshua Acheampong,34,eng ENG,CB,18-244,90,81,81,0,0,0,0,0,0,0,0,0,0,69,0,2
Malo Gusto,27,fr FRA,RB,21-230,90,89,77,12,1,0,0,2,11,0,0,0,0,75,0,4
Robert Sánchez,1,es ESP,GK,27-047,90,42,41,1,1,0,0,0,0,0,0,0,0,32,0,0
