Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-198,80,2,1,0,1,1,0,0,,0,2,1,1,0,2,0,0
Marc Guiu,38,es ESP,FW,19-000,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jadon Sancho,19,eng ENG,LW,24-285,85,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1
Noni Madueke,11,eng ENG,LW,22-300,5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Pedro Neto,7,pt POR,RW,24-301,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Cole Palmer,20,eng ENG,AM,22-243,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,1
Moisés Caicedo,25,ec ECU,DM,23-063,90,2,0,2,0,0,1,2,50.0,1,3,1,2,1,3,2,0
Enzo Fernández,8,ar ARG,DM,23-353,90,3,1,0,1,2,2,2,100.0,0,1,0,1,0,3,0,0
Marc Cucurella,3,es ESP,LB,26-166,90,2,2,1,1,0,1,2,50.0,1,2,1,1,2,4,3,0
Levi Colwill,6,eng ENG,CB,21-313,90,2,1,2,0,0,1,1,100.0,0,1,1,0,2,4,5,0
Joshua Acheampong,34,eng ENG,CB,18-244,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Malo Gusto,27,fr FRA,RB,21-230,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0
Robert Sánchez,1,es ESP,GK,27-047,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
