Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,25-126,79,37,0,2,22,15,6,36,3,2,66.7,1,33.3,21,142,98,7,4,3,0,1,25,8
Joe Willock,28,eng ENG,FW,25-158,11,10,0,0,1,9,2,10,2,2,100.0,0,0.0,9,34,20,1,0,1,2,0,9,1
Anthony Gordon,10,eng ENG,LW,23-336,87,44,1,8,21,16,4,44,2,0,0.0,2,100.0,33,202,101,4,0,2,0,2,38,5
Miguel Almirón,24,py PAR,LW,30-350,3,4,0,0,1,3,2,4,1,1,100.0,0,0.0,4,46,21,1,0,1,0,0,4,1
Jacob Murphy,23,eng ENG,RW,29-336,89,54,1,9,21,25,2,54,1,0,0.0,1,100.0,37,192,93,2,0,1,3,1,41,7
Sean Longstaff,36,eng ENG,RW,27-087,1,1,0,1,0,0,0,1,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Joelinton,7,br BRA,LM,28-164,90,58,5,13,37,10,2,58,2,0,0.0,2,100.0,21,74,36,1,0,0,2,1,29,2
Sandro Tonali,8,it ITA,CM,24-262,90,58,2,10,39,12,3,58,3,2,66.7,1,33.3,28,181,87,3,2,1,0,2,36,2
Bruno Guimarães,39,br BRA,RM,27-070,79,42,1,8,18,16,3,42,0,0,,0,,24,92,30,1,0,2,2,4,34,6
Lewis Miley,67,eng ENG,RM,18-269,11,8,0,2,2,4,0,8,0,0,,0,,5,18,15,0,0,0,0,0,5,0
Lewis Hall,20,eng ENG,LB,20-139,90,60,2,16,25,19,2,60,1,0,0.0,1,100.0,31,96,42,0,0,0,1,1,38,4
Dan Burn,33,eng ENG,CB,32-261,90,36,5,20,15,1,1,36,0,0,,0,,15,39,10,0,0,0,0,0,17,0
Fabian Schär,5,ch SUI,CB,33-036,90,55,9,27,26,3,2,55,0,0,,0,,32,128,55,0,0,0,1,0,34,1
Valentino Livramento,21,eng ENG,RB,22-074,90,71,0,22,34,15,2,71,1,0,0.0,1,100.0,45,220,112,2,1,1,1,0,45,3
Martin Dúbravka,1,sk SVK,GK,36-010,90,32,21,27,5,0,0,32,0,0,,0,,14,70,49,0,0,0,0,0,15,0
