Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Ollie Watkins,11,eng ENG,FW,28-329,90,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,50.0
John McGinn,7,sct SCO,LW,30-036,68,0,0,0,2,4,0,2,0,1,0,0,0,2,1,1,50.0
Jáder Durán,9,co COL,LW,20-346,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3
Leon Bailey,31,jm JAM,RW,27-106,81,0,0,0,1,2,0,4,0,0,1,0,0,3,0,1,0.0
Jaden Philogene Bidace,19,eng ENG,RW,22-289,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Morgan Rogers,27,eng ENG,AM,22-120,81,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0.0
Emi Buendía,10,ar ARG,AM,27-334,9,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
Youri Tielemans,8,be BEL,DM,27-200,90,0,0,0,0,1,0,7,0,0,0,0,0,9,2,2,50.0
Ross Barkley,6,eng ENG,DM,30-354,90,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,100.0
Ian Maatsen,22,nl NED,LB,22-258,68,1,0,0,1,0,0,4,1,0,0,0,0,6,1,0,100.0
Lucas Digne,12,fr FRA,LB,31-126,22,0,0,0,2,0,0,1,0,1,0,0,0,2,1,0,100.0
Pau Torres,14,es ESP,CB,27-312,90,0,0,0,1,0,0,0,0,2,0,0,0,8,1,1,50.0
Diego Carlos,3,br BRA,CB,31-253,90,1,0,0,1,0,0,0,1,0,0,0,0,8,1,0,100.0
Lamare Bogarde,26,nl NED,RB,20-323,45,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Matty Cash,2,pl POL,RB,27-108,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Emiliano Martínez,23,ar ARG,GK,32-082,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
