Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,28-329,90,26,2,2,8,16,10,26,3,1,33.3,2,66.7,15,89,43,3,0,4,4,1,22,9
John McGinn,7,sct SCO,LW,30-036,68,37,0,2,17,18,1,37,2,0,0.0,0,0.0,23,131,58,0,1,0,0,2,31,3
Jáder Durán,9,co COL,LW,20-346,22,6,1,2,1,3,2,6,0,0,,0,,2,19,15,1,1,1,1,1,3,2
Leon Bailey,31,jm JAM,RW,27-106,81,45,0,3,13,30,6,45,3,0,0.0,3,100.0,30,235,77,5,2,4,2,3,32,11
Jaden Philogene Bidace,19,eng ENG,RW,22-289,9,9,0,1,2,6,1,9,1,0,0.0,1,100.0,4,20,10,1,0,1,2,0,5,1
Morgan Rogers,27,eng ENG,AM,22-120,81,46,0,1,20,26,6,46,5,2,40.0,2,40.0,26,155,68,2,4,1,3,3,35,6
Emi Buendía,10,ar ARG,AM,27-334,9,12,0,4,5,3,0,12,0,0,,0,,4,4,3,0,0,0,1,0,6,1
Youri Tielemans,8,be BEL,DM,27-200,90,98,1,11,61,26,1,97,0,0,,0,,53,251,124,2,2,0,1,1,75,2
Ross Barkley,6,eng ENG,DM,30-354,90,68,2,8,41,19,4,68,3,3,100.0,0,0.0,38,194,81,2,1,0,2,0,49,4
Ian Maatsen,22,nl NED,LB,22-258,68,57,2,9,22,26,5,57,1,1,100.0,0,0.0,30,169,70,1,0,1,3,1,40,7
Lucas Digne,12,fr FRA,LB,31-126,22,24,1,8,8,8,0,24,1,1,100.0,0,0.0,15,46,18,0,0,0,0,0,15,4
Pau Torres,14,es ESP,CB,27-312,90,96,8,30,58,9,1,96,1,1,100.0,0,0.0,61,484,327,2,1,0,0,0,67,0
Diego Carlos,3,br BRA,CB,31-253,90,102,9,34,66,2,1,102,1,1,100.0,0,0.0,72,512,330,2,0,0,0,1,74,0
Lamare Bogarde,26,nl NED,RB,20-323,45,41,0,7,28,6,1,41,1,1,100.0,0,0.0,23,170,131,4,1,1,0,1,29,2
Matty Cash,2,pl POL,RB,27-108,45,50,1,6,32,12,2,50,2,1,50.0,1,50.0,33,151,51,1,5,0,0,0,39,8
Emiliano Martínez,23,ar ARG,GK,32-082,90,38,23,37,1,0,0,38,0,0,,0,,24,154,107,0,0,0,0,0,22,0
