Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jean-Philippe Mateta,14,fr FRA,FW,27-085,45,8,7,1,0,0,0,1,0,0,0,0,0,4,0,0
Ismaila Sarr,7,sn SEN,FW,26-209,45,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0
Eberechi Eze,10,eng ENG,AM,26-084,89,31,24,7,4,0,0,4,1,2,0,2,0,22,0,1
Jeffrey Schlupp,15,gh GHA,AM,31-273,1,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0
Eddie Nketiah,9,eng ENG,AM,25-114,65,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
Will Hughes,19,eng ENG,AM,29-157,25,8,7,1,0,0,0,1,0,1,0,1,0,6,0,0
Daichi Kamada,18,jp JPN,CM,28-047,90,35,35,0,0,0,0,0,0,0,0,0,0,23,0,1
Adam Wharton,20,eng ENG,CM,20-111,45,16,15,1,0,0,0,1,0,1,0,0,0,12,0,1
Jefferson Lerma,8,co COL,CM,29-332,45,14,14,0,0,1,0,0,0,0,0,0,0,9,0,0
Tyrick Mitchell,3,eng ENG,WB,25-020,90,31,28,3,1,0,0,3,2,0,0,0,0,20,0,1
Daniel Muñoz,12,co COL,WB,28-118,90,32,25,7,1,0,0,1,6,0,0,0,0,24,0,1
Chris Richards,26,us USA,CB,24-177,90,31,30,1,1,0,0,0,0,0,0,0,0,24,0,0
Marc Guéhi,6,eng ENG,CB,24-070,90,39,36,2,2,0,0,0,0,0,0,0,0,30,1,1
Maxence Lacroix,5,fr FRA,CB,24-168,90,29,28,1,1,0,0,1,0,0,0,0,0,22,0,0
Dean Henderson,1,eng ENG,GK,27-193,90,42,29,13,2,0,0,0,0,0,0,0,0,23,0,0
