Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,38-064,90,16,15,0,0,0,0,0,0,0,0,0,0,8,1,2
Bilal El Khannouss,11,ma MAR,AM,20-310,89,46,41,4,0,1,0,1,0,1,0,1,0,33,1,0
Jordan Ayew,18,gh GHA,AM,33-186,1,10,7,3,0,0,0,2,0,2,2,0,0,9,0,0
Patson Daka,20,zm ZAM,AM,26-158,63,11,10,1,0,0,0,1,1,0,0,0,0,10,0,0
Facundo Buonanotte,40,ar ARG,AM,20-083,27,14,13,1,0,0,0,1,0,1,1,0,0,11,0,0
Boubakary Soumaré,24,fr FRA,CM,26-017,63,43,43,0,0,1,0,0,0,0,0,0,0,39,0,1
Harry Winks,8,eng ENG,CM,29-042,27,33,33,0,0,0,0,2,0,0,0,0,0,28,0,1
Wilfred Ndidi,6,ng NGA,CM,28-090,90,41,39,1,0,0,0,5,1,0,0,0,0,28,1,4
Victor Bernth Kristiansen,16,dk DEN,WB,22-090,81,32,28,4,0,0,0,2,4,0,0,0,0,24,0,4
Stephy Mavididi,10,eng ENG,WB,26-289,9,14,13,1,0,0,0,4,1,0,0,0,0,7,0,0
James Justin,2,eng ENG,WB,27-021,81,50,44,6,0,0,0,4,6,0,0,0,0,36,0,1
Kasey McAteer,35,ie IRL,WB,23-114,9,10,10,0,0,0,0,2,0,0,0,0,0,7,0,0
Luke Thomas,33,eng ENG,CB,23-279,90,65,58,6,2,0,0,3,2,2,1,0,0,51,1,0
Conor Coady,4,eng ENG,CB,32-019,90,75,72,3,0,0,0,0,0,0,0,0,0,71,0,0
Wout Faes,3,be BEL,CB,26-347,90,77,73,4,3,0,0,3,1,0,0,0,0,64,0,1
Mads Hermansen,30,dk DEN,GK,24-248,90,38,34,4,2,0,0,0,0,0,0,0,0,29,0,0
