Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Beto,14,gw GNB,FW,27-012,90,30,0,2,13,16,2,30,0,0,,0,,25,134,25,0,0,0,5,3,26,3
Iliman Ndiaye,10,sn SEN,LW,24-343,24,8,0,1,4,3,1,8,0,0,,0,,5,3,2,0,0,0,2,0,5,0
Jack Harrison,11,eng ENG,LW,28-084,66,50,0,5,21,24,3,50,6,1,16.7,5,83.3,31,160,94,3,2,2,2,1,28,7
Jesper Lindstrøm,29,dk DEN,RW,24-349,76,25,1,4,8,13,0,25,2,0,0.0,2,100.0,11,59,33,2,0,0,1,1,9,1
Carlos Alcaraz,24,ar ARG,"DM,RW",22-074,14,11,1,5,5,1,0,11,1,1,100.0,0,0.0,5,28,14,0,1,0,0,0,6,0
Abdoulaye Doucouré,16,ml MLI,AM,32-042,89,35,1,7,11,17,2,35,0,0,,0,,17,53,16,0,0,0,2,0,16,3
Idrissa Gana Gueye,27,sn SEN,DM,35-139,76,40,1,14,17,9,0,40,2,1,50.0,1,50.0,18,69,19,1,0,0,3,1,18,2
Tim Iroegbunam,42,eng ENG,DM,21-227,14,13,1,5,3,5,1,13,0,0,,0,,6,22,16,0,0,0,0,1,6,2
James Garner,37,eng ENG,DM,23-336,87,40,0,10,23,8,2,40,0,0,,0,,14,35,6,0,1,0,2,0,15,1
Ashley Young,18,eng ENG,RW,39-218,3,3,1,1,1,1,0,3,0,0,,0,,1,3,3,0,0,0,0,0,1,0
Vitaliy Mykolenko,19,ua UKR,LB,25-259,90,56,1,17,24,16,0,56,2,1,50.0,1,50.0,21,51,33,0,1,0,2,0,25,1
Jarrad Branthwaite,32,eng ENG,CB,22-230,90,60,10,39,19,2,1,60,0,0,,0,,18,143,81,0,0,0,1,0,23,0
James Tarkowski,6,eng ENG,CB,32-085,90,44,9,28,13,3,3,44,0,0,,0,,18,73,42,0,0,0,0,0,17,0
Jake O'Brien,15,ie IRL,RB,23-273,90,41,2,25,9,7,0,41,1,0,0.0,1,100.0,17,67,6,0,0,0,0,1,16,4
Jordan Pickford,1,eng ENG,GK,30-342,90,41,24,37,4,0,0,41,0,0,,0,,22,98,61,0,0,0,0,0,19,0
