Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Luis Díaz,7,co COL,FW,28-030,87,36,1,4,13,19,6,36,4,4,100.0,0,0.0,24,96,27,1,1,1,3,2,27,11
Diogo Jota,20,pt POR,LW,28-070,3,3,0,0,2,2,1,3,1,0,0.0,1,100.0,1,22,19,1,1,0,0,0,2,0
Cody Gakpo,18,nl NED,LW,25-281,68,20,0,4,6,10,1,20,0,0,,0,,15,72,34,1,1,0,2,1,13,8
Darwin Núñez,9,uy URU,"LW,FW",25-233,22,9,0,1,3,6,2,9,2,0,0.0,2,100.0,5,47,4,0,1,0,2,1,5,1
Mohamed Salah,11,eg EGY,RW,32-242,90,46,0,7,18,24,1,46,4,4,100.0,0,0.0,27,170,70,2,1,0,3,3,35,5
Dominik Szoboszlai,8,hu HUN,"AM,DM",24-110,90,47,0,6,21,20,0,47,1,0,0.0,1,100.0,25,121,61,3,5,0,1,2,34,7
Alexis Mac Allister,10,ar ARG,DM,26-050,90,58,3,11,33,14,1,58,0,0,,0,,17,82,27,0,0,0,0,1,26,0
Ryan Gravenberch,38,nl NED,DM,22-272,60,32,1,10,20,3,0,32,0,0,,0,,18,81,45,1,0,0,1,1,22,1
Trent Alexander-Arnold,66,eng ENG,"DM,RB",26-128,30,41,0,17,24,2,0,41,1,0,0.0,1,100.0,18,53,30,1,0,0,0,0,19,0
Andrew Robertson,26,sct SCO,LB,30-338,68,69,3,20,38,11,0,69,0,0,,0,,41,153,71,0,1,0,1,1,51,2
Kostas Tsimikas,21,gr GRE,LB,28-276,22,13,2,4,6,3,0,13,0,0,,0,,5,31,28,0,0,0,0,0,6,1
Virgil van Dijk,4,nl NED,CB,33-219,90,135,16,53,82,0,0,135,0,0,,0,,66,390,198,1,0,0,1,0,84,0
Ibrahima Konaté,5,fr FRA,CB,25-263,90,92,12,42,47,3,0,92,0,0,,0,,53,251,142,0,1,0,0,0,66,0
Conor Bradley,84,nir NIR,RB,21-218,60,59,1,20,28,12,1,59,2,0,0.0,2,100.0,38,217,98,4,2,0,3,0,44,2
Curtis Jones,17,eng ENG,"RB,AM",24-013,29,14,0,1,9,4,2,14,0,0,,0,,7,46,15,1,0,0,1,0,10,0
Alisson,1,br BRA,GK,32-133,90,31,21,31,0,0,0,31,0,0,,0,,20,75,41,0,0,0,0,0,17,0
