Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Rasmus Højlund,9,dk DEN,"FW,AM",22-022,66,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Casemiro,18,br BRA,CM,33-003,24,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Alejandro Garnacho,17,ar ARG,AM,20-240,44,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Noussair Mazraoui,3,ma MAR,WB,27-104,46,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0
Joshua Zirkzee,11,nl NED,AM,23-280,89,2,2,0,1,1,0,0,,0,0,0,0,1,3,1,0
Christian Eriksen,14,dk DEN,AM,33-012,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Fernandes,8,pt POR,"CM,AM",30-171,90,2,1,2,0,0,1,3,33.3,2,1,1,0,0,2,1,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-321,90,3,1,2,1,0,1,2,50.0,1,2,0,2,1,4,0,0
Patrick Dorgu,13,dk DEN,WB,20-123,42,3,1,2,1,0,2,2,100.0,0,0,0,0,0,3,1,1
Diogo Dalot,20,pt POR,WB,25-345,90,2,0,2,0,0,1,2,50.0,1,0,0,0,0,2,2,0
Leny Yoro,15,fr FRA,CB,19-105,89,1,1,0,0,1,0,0,,0,1,0,1,0,1,6,0
Victor Lindelöf,2,se SWE,CB,30-224,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Harry Maguire,5,eng ENG,CB,31-358,90,2,2,2,0,0,1,1,100.0,0,3,3,0,1,3,7,0
Matthijs de Ligt,4,nl NED,CB,25-198,90,2,2,2,0,0,2,2,100.0,0,3,1,2,1,3,3,0
André Onana,24,cm CMR,GK,28-330,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
