Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Liam Delap,19,eng ENG,FW,22-028,83,21,21,0,0,0,0,1,0,0,0,0,0,13,0,2
George Hirst,27,sct SCO,FW,26-021,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack Clarke,47,eng ENG,LW,24-105,66,16,16,0,0,0,0,0,0,0,0,0,0,12,0,1
Omari Hutchinson,20,eng ENG,AM,21-129,24,18,17,1,0,0,0,1,0,0,0,0,0,14,0,0
Jaden Philogene Bidace,29,eng ENG,RW,23-028,66,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
Ben Johnson,18,eng ENG,WB,25-043,24,12,11,1,0,1,0,1,1,0,0,0,0,8,0,0
Julio Enciso,9,py PAR,AM,21-044,74,22,19,3,1,1,0,1,0,1,1,0,0,12,0,2
Nathan Broadhead,33,wls WAL,AM,26-337,16,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jens Cajuste,12,se SWE,"DM,CM",25-210,83,29,24,5,0,0,0,1,5,0,0,0,0,15,0,1
Jack Taylor,14,ie IRL,CM,26-258,7,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
Kalvin Phillips,8,eng ENG,"DM,CM",29-096,90,44,42,2,2,0,1,2,0,0,0,0,0,34,0,1
Leif Davis,3,eng ENG,"LB,WB",25-055,90,49,34,15,2,0,0,9,10,3,3,0,0,30,0,1
Jacob Greaves,24,eng ENG,CB,24-177,90,39,37,2,1,0,0,0,0,0,0,0,0,34,0,0
Luke Woolfenden,6,eng ENG,CB,26-138,90,40,40,0,0,0,0,0,0,0,0,0,0,36,0,1
Dara O'Shea,26,ie IRL,"RB,CB",26-004,90,44,31,13,1,0,0,0,12,0,0,0,0,30,0,0
Alex Palmer,31,eng ENG,GK,28-210,90,26,17,9,0,0,0,0,0,0,0,0,0,20,0,1
