Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Liam Delap,19,eng ENG,FW,22-028,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
George Hirst,27,sct SCO,FW,26-021,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jack Clarke,47,eng ENG,LW,24-105,66,3,2,0,1,2,1,2,50.0,1,1,0,1,0,3,0,0
Omari Hutchinson,20,eng ENG,AM,21-129,24,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Jaden Philogene Bidace,29,eng ENG,RW,23-028,66,2,1,1,0,1,1,2,50.0,1,3,1,2,0,2,4,0
Ben Johnson,18,eng ENG,WB,25-043,24,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Julio Enciso,9,py PAR,AM,21-044,74,2,1,1,1,0,0,0,,0,1,0,1,0,2,0,0
Nathan Broadhead,33,wls WAL,AM,26-337,16,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Jens Cajuste,12,se SWE,"DM,CM",25-210,83,2,2,1,1,0,2,4,50.0,2,2,0,2,1,3,1,0
Jack Taylor,14,ie IRL,CM,26-258,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kalvin Phillips,8,eng ENG,"DM,CM",29-096,90,2,1,0,1,1,2,3,66.7,1,3,0,3,0,2,2,1
Leif Davis,3,eng ENG,"LB,WB",25-055,90,1,1,1,0,0,0,0,,0,0,0,0,3,4,3,1
Jacob Greaves,24,eng ENG,CB,24-177,90,0,0,0,0,0,0,2,0.0,2,6,5,1,0,0,7,0
Luke Woolfenden,6,eng ENG,CB,26-138,90,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,13,0
Dara O'Shea,26,ie IRL,"RB,CB",26-004,90,0,0,0,0,0,0,2,0.0,2,3,2,1,1,1,5,0
Alex Palmer,31,eng ENG,GK,28-210,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
