Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Calvert-Lewin,9,eng ENG,FW,27-252,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Iliman Ndiaye,10,sn SEN,"LW,RW",24-262,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Jesper Lindstrøm,29,dk DEN,RW,24-268,71,2,0,1,1,0,1,3,33.3,2,0,0,0,0,2,2,0
Beto,14,gw GNB,AM,26-297,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dwight McNeil,7,eng ENG,"AM,LW",25-001,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Idrissa Gana Gueye,27,sn SEN,DM,35-058,90,5,1,3,2,0,1,1,100.0,0,1,0,1,0,5,0,0
Abdoulaye Doucouré,16,ml MLI,DM,31-327,71,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0
Orel Mangala,8,be BEL,DM,26-250,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Vitaliy Mykolenko,19,ua UKR,LB,25-178,90,2,2,0,0,2,1,2,50.0,1,0,0,0,1,3,3,0
Jarrad Branthwaite,32,eng ENG,CB,22-149,90,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,5,0
James Tarkowski,6,eng ENG,CB,32-004,90,0,0,0,0,0,0,0,,0,3,3,0,0,0,8,0
Ashley Young,18,eng ENG,RB,39-137,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0
Jordan Pickford,1,eng ENG,GK,30-261,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
