Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-354,31,2,0,0,0,2,0,2,0,0,,0,,1,0,0,0,0,0,1,1,2,0
Hwang Hee-chan,11,kr KOR,FW,28-365,59,23,4,6,6,11,3,23,1,0,0.0,1,100.0,10,59,20,0,0,0,1,0,14,3
Matheus Cunha,10,br BRA,AM,25-243,90,67,1,12,35,24,3,67,7,2,28.6,5,71.4,45,322,197,4,3,1,1,1,49,5
Pablo Sarabia,21,es ESP,AM,32-259,74,30,0,3,13,14,2,30,1,0,0.0,1,100.0,21,137,84,2,4,0,1,1,24,5
Jean-Ricner Bellegarde,27,fr FRA,"AM,LW",26-212,16,16,1,4,8,4,1,16,1,0,0.0,1,100.0,12,112,48,2,2,1,1,1,13,1
João Gomes,8,br BRA,CM,23-348,69,53,1,16,30,7,0,53,1,0,0.0,1,100.0,24,72,29,0,1,0,2,4,36,1
André,7,br BRA,CM,23-193,86,40,7,15,24,1,0,40,2,0,0.0,1,50.0,20,89,42,0,0,0,0,0,22,0
Tommy Doyle,20,eng ENG,"DM,CM",23-100,4,5,0,2,3,0,0,5,0,0,,0,,4,24,15,0,0,0,0,0,4,0
Rayan Aït-Nouri,3,dz ALG,WB,23-233,86,57,0,21,24,13,1,57,3,1,33.3,1,33.3,23,190,138,3,3,1,0,1,34,4
Rodrigo Gomes,19,pt POR,LB,21-202,4,3,0,0,1,2,1,3,0,0,,0,,0,0,0,0,0,0,1,0,1,1
Nélson Semedo,22,pt POR,"WB,RB",31-070,90,54,4,18,15,22,1,54,1,0,0.0,1,100.0,29,198,117,3,2,0,4,0,34,12
Emmanuel Agbadou,12,ci CIV,CB,27-222,90,92,12,47,42,4,0,92,4,4,100.0,0,0.0,47,251,117,0,1,0,0,0,50,0
Santiago Bueno,4,uy URU,CB,26-077,90,56,9,33,24,0,0,56,0,0,,0,,32,257,151,0,0,0,1,0,36,0
Matt Doherty,2,ie IRL,CB,33-009,86,59,3,27,27,5,0,59,0,0,,0,,28,198,138,3,0,0,0,0,41,1
Gonçalo Guedes,29,pt POR,RW,28-057,4,4,0,1,2,1,0,4,0,0,,0,,2,34,22,1,0,0,0,1,3,0
José Sá,1,pt POR,GK,32-008,90,29,27,29,0,0,0,29,0,0,,0,,20,130,71,0,0,0,0,0,16,0
