Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Jason Steele,eng ENG,34-006,90,3,1,2,66.7,0.4,6,10,60.0,50,6,20.0,28.2,0,,,9,2,22.2,2,16.7
