Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Danny Welbeck,18,eng ENG,FW,33-272,78,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
Julio Enciso,10,py PAR,AM,20-214,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kaoru Mitoma,22,jp JPN,LW,27-096,89,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0
Simon Adingra,24,ci CIV,LW,22-236,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yankuba Minteh,17,gm GAM,RW,20-033,89,2,1,1,0,1,1,3,33.3,2,5,0,5,1,3,1,0
Georginio Rutter,14,fr FRA,RW,22-126,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
João Pedro,9,br BRA,"AM,FW",22-333,90,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0
Billy Gilmour,11,sct SCO,DM,23-074,89,3,3,2,1,0,3,4,75.0,1,1,0,1,0,3,1,0
Yasin Ayari,26,se SWE,DM,20-323,1,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
James Milner,6,eng ENG,DM,38-233,72,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,2,0
Carlos Baleba,20,cm CMR,DM,20-234,18,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Jack Hinshelwood,41,eng ENG,LB,19-135,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lewis Dunk,5,eng ENG,CB,32-277,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
Jan Paul van Hecke,29,nl NED,CB,24-077,90,4,2,3,1,0,2,2,100.0,0,0,0,0,3,7,2,0
Joël Veltman,34,nl NED,RB,32-222,90,3,2,2,1,0,2,4,50.0,2,1,0,1,0,3,2,0
Jason Steele,23,eng ENG,GK,34-006,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
