Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Danny Welbeck,18,eng ENG,FW,33-272,78,18,16,2,0,0,0,0,0,0,0,0,0,15,0,0
Julio Enciso,10,py PAR,AM,20-214,12,8,6,2,1,0,0,4,0,1,0,1,0,4,0,0
Kaoru Mitoma,22,jp JPN,LW,27-096,89,16,16,0,0,0,0,1,0,0,0,0,0,13,0,1
Simon Adingra,24,ci CIV,LW,22-236,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Yankuba Minteh,17,gm GAM,RW,20-033,89,27,25,2,1,0,0,3,0,1,1,0,0,13,0,2
Georginio Rutter,14,fr FRA,RW,22-126,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
João Pedro,9,br BRA,"AM,FW",22-333,90,24,23,1,1,0,1,1,0,0,0,0,0,19,0,0
Billy Gilmour,11,sct SCO,DM,23-074,89,55,53,2,1,0,2,1,0,1,1,0,0,48,0,0
Yasin Ayari,26,se SWE,DM,20-323,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
James Milner,6,eng ENG,DM,38-233,72,31,29,2,1,2,0,1,0,1,0,1,0,23,0,1
Carlos Baleba,20,cm CMR,DM,20-234,18,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Jack Hinshelwood,41,eng ENG,LB,19-135,90,48,40,8,3,0,2,0,5,0,0,0,0,39,0,0
Lewis Dunk,5,eng ENG,CB,32-277,90,79,68,11,4,0,0,0,2,0,0,0,0,76,0,0
Jan Paul van Hecke,29,nl NED,CB,24-077,90,86,86,0,0,0,0,0,0,0,0,0,0,76,0,2
Joël Veltman,34,nl NED,RB,32-222,90,53,39,14,2,0,0,1,12,0,0,0,0,47,0,2
Jason Steele,23,eng ENG,GK,34-006,90,50,46,4,4,0,0,0,0,0,0,0,0,45,0,0
