Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Michail Antonio,9,jm JAM,FW,34-242,74,19,19,0,0,1,1,4,0,0,0,0,0,12,0,1
Danny Ings,18,eng ENG,FW,32-125,16,11,11,0,0,0,0,1,0,0,0,0,0,10,0,1
Crysencio Summerville,7,nl NED,LW,23-026,83,26,26,0,0,0,0,0,0,0,0,0,0,23,0,0
Andy Irving,39,sct SCO,AM,24-196,7,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Jarrod Bowen,20,eng ENG,RW,27-341,90,35,35,0,0,0,0,1,0,0,0,0,0,33,0,0
Carlos Soler,4,es ESP,AM,27-328,83,51,48,3,2,2,1,1,0,1,0,0,0,45,0,1
Guido Rodríguez,24,ar ARG,"DM,AM",30-227,7,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Lucas Paquetá,10,br BRA,"DM,LW",27-090,90,71,66,5,4,0,0,1,0,0,0,0,0,57,0,1
Tomáš Souček,28,cz CZE,DM,29-272,90,30,30,0,0,0,0,0,0,0,0,0,0,22,0,0
Emerson Palmieri,33,it ITA,LB,30-114,74,44,38,6,0,0,0,3,4,2,0,1,0,33,0,0
Vladimír Coufal,5,cz CZE,RB,32-095,16,13,11,2,0,0,0,0,2,0,0,0,0,10,0,0
Max Kilman,26,eng ENG,CB,27-186,90,35,33,2,0,0,0,0,0,0,0,0,0,31,0,0
Jean-Clair Todibo,25,fr FRA,CB,24-331,56,28,27,1,1,0,0,0,0,0,0,0,0,23,0,1
Konstantinos Mavropanos,15,gr GRE,CB,26-350,34,22,22,0,0,0,0,0,0,0,0,0,0,20,0,0
Aaron Wan-Bissaka,29,eng ENG,"RB,LB",26-365,90,58,48,10,0,0,0,1,10,0,0,0,0,50,0,2
Łukasz Fabiański,1,pl POL,GK,39-221,90,53,34,19,4,0,0,0,0,0,0,0,0,30,0,0
