Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Mikel Merino,23,es ESP,FW,28-267,90,0,0,0,3,0,0,0,0,1,0,0,0,0,3,5,37.5
Leandro Trossard,19,be BEL,"LW,LM",30-102,90,0,0,0,0,4,0,3,0,0,0,0,0,5,0,1,0.0
Gabriel Martinelli,11,br BRA,RW,23-271,78,0,0,0,0,0,0,3,1,0,0,0,0,5,1,1,50.0
Ethan Nwaneri,53,eng ENG,"RW,RM",17-360,12,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Declan Rice,41,eng ENG,"LM,CM",26-061,90,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,100.0
Thomas Partey,5,gh GHA,CM,31-276,90,1,0,0,2,1,0,0,1,0,0,0,0,2,0,0,
Martin Ødegaard,8,no NOR,RM,26-089,89,1,0,0,1,1,1,3,0,0,0,0,0,5,0,0,
Kieran Tierney,3,sct SCO,RB,27-284,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Myles Lewis-Skelly,49,eng ENG,LB,18-171,90,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,100.0
Gabriel Magalhães,6,br BRA,CB,27-087,90,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,
William Saliba,2,fr FRA,CB,23-357,90,0,0,0,1,0,0,0,0,2,0,0,0,4,3,0,100.0
Jurriën Timber,12,nl NED,"RB,CB",23-272,90,0,0,0,1,3,1,2,2,1,0,0,0,6,4,1,80.0
David Raya,22,es ESP,GK,29-182,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
