Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mikel Merino,23,es ESP,FW,28-267,90,12,11,0,0,0,0,0,0,0,0,0,0,10,1,0
Leandro Trossard,19,be BEL,"LW,LM",30-102,90,24,24,0,0,0,0,3,0,0,0,0,0,19,0,2
Gabriel Martinelli,11,br BRA,RW,23-271,78,23,22,1,0,0,0,3,1,0,0,0,0,19,0,1
Ethan Nwaneri,53,eng ENG,"RW,RM",17-360,12,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Declan Rice,41,eng ENG,"LM,CM",26-061,90,21,18,3,0,0,0,3,0,3,3,0,0,18,0,0
Thomas Partey,5,gh GHA,CM,31-276,90,43,42,1,1,0,0,0,0,0,0,0,0,36,0,1
Martin Ødegaard,8,no NOR,RM,26-089,89,41,34,6,3,0,0,3,0,2,2,0,0,32,1,2
Kieran Tierney,3,sct SCO,RB,27-284,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Myles Lewis-Skelly,49,eng ENG,LB,18-171,90,31,21,10,1,0,0,1,9,0,0,0,0,26,0,1
Gabriel Magalhães,6,br BRA,CB,27-087,90,49,43,6,4,0,0,0,0,0,0,0,0,43,0,1
William Saliba,2,fr FRA,CB,23-357,90,59,59,0,0,0,0,0,0,0,0,0,0,53,0,1
Jurriën Timber,12,nl NED,"RB,CB",23-272,90,45,33,12,2,0,0,2,10,0,0,0,0,39,0,1
David Raya,22,es ESP,GK,29-182,90,38,34,4,2,0,0,0,0,0,0,0,0,25,0,0
