Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Mikel Merino,23,es ESP,FW,28-267,90,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Leandro Trossard,19,be BEL,"LW,LM",30-102,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Gabriel Martinelli,11,br BRA,RW,23-271,78,1,0,0,1,0,0,0,,0,1,0,1,1,2,0,0
Ethan Nwaneri,53,eng ENG,"RW,RM",17-360,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Declan Rice,41,eng ENG,"LM,CM",26-061,90,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,4,0
Thomas Partey,5,gh GHA,CM,31-276,90,2,0,1,1,0,1,2,50.0,1,0,0,0,1,3,1,0
Martin Ødegaard,8,no NOR,RM,26-089,89,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Kieran Tierney,3,sct SCO,RB,27-284,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Myles Lewis-Skelly,49,eng ENG,LB,18-171,90,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,2,0
Gabriel Magalhães,6,br BRA,CB,27-087,90,1,1,0,1,0,0,0,,0,2,1,1,0,1,6,0
William Saliba,2,fr FRA,CB,23-357,90,2,2,2,0,0,1,2,50.0,1,2,2,0,0,2,4,1
Jurriën Timber,12,nl NED,"RB,CB",23-272,90,1,1,0,1,0,0,0,,0,3,0,3,2,3,3,0
David Raya,22,es ESP,GK,29-182,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
