Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jean-Philippe Mateta,14,fr FRA,FW,27-170,59,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
Eddie Nketiah,9,eng ENG,FW,25-199,31,8,7,1,0,0,0,0,0,0,0,0,0,7,0,0
Eberechi Eze,10,eng ENG,AM,26-169,59,28,23,4,2,0,0,3,0,1,1,0,0,22,1,1
Daichi Kamada,18,jp JPN,AM,28-132,31,10,9,1,0,0,0,1,0,1,1,0,0,10,0,0
Ismaila Sarr,7,sn SEN,AM,26-294,89,23,23,0,0,0,0,2,0,0,0,0,0,10,0,2
Justin Devenny,55,nir NIR,AM,21-065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,8,co COL,CM,30-051,90,25,24,1,1,0,0,0,0,0,0,0,0,17,0,1
Will Hughes,19,eng ENG,CM,29-242,84,21,17,4,1,0,0,2,0,3,2,0,0,15,0,0
Cheick Doucouré,28,ml MLI,CM,24-342,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Tyrick Mitchell,3,eng ENG,WB,25-105,84,34,25,9,0,0,0,2,9,0,0,0,0,23,0,2
Nathaniel Clyne,17,eng ENG,WB,33-254,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Daniel Muñoz,12,co COL,WB,28-203,90,33,26,7,0,0,0,1,7,0,0,0,0,28,0,0
Marc Guéhi,6,eng ENG,CB,24-155,90,39,34,5,5,0,0,1,0,0,0,0,0,30,0,0
Maxence Lacroix,5,fr FRA,CB,24-253,90,33,32,1,1,0,0,0,0,0,0,0,0,31,0,0
Trevoh Chalobah,27,eng ENG,CB,25-163,90,32,32,0,0,0,0,0,0,0,0,0,0,26,0,0
Dean Henderson,1,eng ENG,GK,27-278,90,40,26,14,2,0,0,0,0,0,0,0,0,21,0,0
