Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Darwin Núñez,9,uy URU,FW,25-163,90,23,0,5,7,12,3,23,2,0,0.0,2,100.0,14,114,62,1,2,0,2,0,11,2
Cody Gakpo,18,nl NED,LW,25-211,66,27,1,3,12,12,5,27,3,1,33.3,2,66.7,16,101,42,2,0,2,1,0,18,8
Luis Díaz,7,co COL,LW,27-326,24,14,0,1,6,8,4,14,3,1,33.3,2,66.7,8,128,59,3,3,2,0,0,9,3
Mohamed Salah,11,eg EGY,RW,32-172,90,47,0,3,20,24,9,47,1,1,100.0,0,0.0,38,180,81,2,3,2,9,2,40,13
Curtis Jones,17,eng ENG,"AM,DM",23-309,90,69,1,14,28,28,4,69,2,2,100.0,0,0.0,55,269,100,1,2,0,2,1,57,3
Alexis Mac Allister,10,ar ARG,DM,25-346,90,65,1,12,32,21,2,65,2,1,50.0,0,0.0,37,157,85,1,2,0,2,1,38,2
Ryan Gravenberch,38,nl NED,DM,22-202,66,61,1,10,49,3,0,61,1,0,0.0,1,100.0,52,251,106,0,2,0,1,1,52,0
Dominik Szoboszlai,8,hu HUN,AM,24-040,24,18,0,2,7,9,0,18,2,0,0.0,2,100.0,14,65,22,1,1,0,0,0,13,3
Andrew Robertson,26,sct SCO,LB,30-268,90,86,3,29,41,17,1,86,0,0,,0,,58,228,107,2,2,0,1,0,57,2
Virgil van Dijk,4,nl NED,CB,33-149,90,70,13,41,29,0,0,70,0,0,,0,,47,265,160,2,0,1,0,0,41,1
Joe Gomez,2,eng ENG,CB,27-195,66,62,12,32,30,0,0,62,0,0,,0,,49,392,274,0,0,0,1,0,47,0
Trent Alexander-Arnold,66,eng ENG,RB,26-058,24,20,0,1,10,9,2,20,0,0,,0,,12,49,37,1,0,0,0,0,12,3
Jarell Quansah,78,eng ENG,"RB,CB",21-310,90,69,7,33,31,5,1,69,1,1,100.0,0,0.0,45,257,144,1,2,1,2,0,44,1
Caoimhín Kelleher,62,ie IRL,GK,26-011,90,46,36,46,0,0,0,46,0,0,,0,,35,124,61,0,0,0,0,0,29,0
