Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,38-081,45,7,1,2,5,0,0,7,0,0,,0,,1,2,0,0,0,0,0,1,3,0
Oliver Skipp,22,eng ENG,CM,24-198,45,9,1,3,6,0,0,9,0,0,,0,,3,4,3,0,0,0,0,0,7,0
Bilal El Khannouss,11,ma MAR,"AM,FW",20-327,59,34,2,12,16,6,0,34,1,0,0.0,1,100.0,21,164,56,2,2,0,2,1,26,3
Facundo Buonanotte,40,ar ARG,FW,20-100,31,9,0,0,6,3,0,9,0,0,,0,,4,23,7,0,0,0,2,0,6,0
Patson Daka,20,zm ZAM,"AM,FW",26-175,79,23,1,10,7,6,1,23,2,0,0.0,2,100.0,9,52,26,1,0,0,2,0,13,3
Jordan Ayew,18,gh GHA,FW,33-203,11,6,0,1,4,2,0,6,1,1,100.0,0,0.0,5,42,1,0,0,0,0,0,5,1
Boubakary Soumaré,24,fr FRA,CM,26-034,75,29,3,15,14,0,0,29,2,1,50.0,1,50.0,12,59,27,0,0,0,1,0,16,0
Ricardo Pereira,21,pt POR,CM,31-178,15,8,0,0,3,5,1,8,3,2,66.7,0,0.0,5,46,26,1,0,0,0,0,6,1
Wilfred Ndidi,6,ng NGA,CM,28-107,90,43,5,20,20,4,0,43,1,0,0.0,0,0.0,21,71,34,0,0,0,0,2,24,3
Victor Bernth Kristiansen,16,dk DEN,"WB,LB",22-107,59,19,1,8,6,7,0,19,0,0,,0,,6,21,11,0,1,0,1,0,10,1
Caleb Okoli,5,it ITA,CB,23-263,31,13,2,7,6,0,0,13,0,0,,0,,4,47,28,0,0,0,1,0,9,0
James Justin,2,eng ENG,"RB,WB",27-038,90,38,7,13,16,9,1,38,0,0,,0,,14,35,15,0,0,0,1,0,23,4
Luke Thomas,33,eng ENG,"CB,LB",23-296,90,48,7,25,19,4,0,48,1,0,0.0,1,100.0,19,89,19,0,0,0,2,0,26,2
Conor Coady,4,eng ENG,CB,32-036,90,35,12,28,7,0,0,35,0,0,,0,,19,68,26,0,0,0,0,0,24,0
Wout Faes,3,be BEL,CB,26-364,90,43,9,30,12,1,1,43,0,0,,0,,20,105,52,0,0,0,0,0,25,0
Mads Hermansen,30,dk DEN,GK,24-265,90,46,35,46,0,0,0,46,0,0,,0,,27,157,113,0,0,0,1,0,28,0
