Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Kevin Schade,7,de GER,FW,22-327,73,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Fabio Carvalho,14,pt POR,"AM,FW",22-050,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Keane Lewis-Potter,23,eng ENG,LW,23-240,65,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Yoane Wissa,11,cd COD,"LW,AM",28-046,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mikkel Damsgaard,24,dk DEN,"RW,LM",24-108,90,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,3,0
Bryan Mbeumo,19,cm CMR,"AM,FW,RW",25-073,90,2,2,0,1,1,2,2,100.0,0,2,1,1,0,2,2,0
Vitaly Janelt,27,de GER,DM,26-162,73,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Yehor Yarmoliuk,18,ua UKR,RM,20-232,17,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0
Christian Nørgaard,6,dk DEN,"DM,CM",30-223,90,3,3,1,2,0,0,0,,0,3,1,2,2,5,2,0
Kristoffer Ajer,20,no NOR,"LB,RB",26-185,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0
Ethan Pinnock,5,jm JAM,CB,31-143,90,4,2,3,1,0,2,2,100.0,0,1,1,0,2,6,8,0
Nathan Collins,22,ie IRL,CB,23-172,90,0,0,0,0,0,0,1,0.0,1,3,2,1,2,2,7,0
Sepp van den Berg,4,nl NED,RB,22-304,86,1,0,1,0,0,1,2,50.0,1,3,1,2,3,4,2,0
Mads Roerslev,30,dk DEN,LB,25-117,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Mark Flekken,1,nl NED,GK,31-128,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
