Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,25-160,90,0,0,0,0,1,3,0,0,1,0,0,0,0,1,2,33.3
Antoine Semenyo,24,gh GHA,"LW,RW",25-067,90,1,0,0,3,0,1,2,0,2,0,0,0,2,2,3,40.0
Marcus Tavernier,16,eng ENG,"RW,DM",25-358,90,1,0,0,2,2,0,1,0,0,0,0,0,7,5,1,83.3
Justin Kluivert,19,nl NED,AM,25-314,78,0,0,0,0,0,0,4,1,0,0,0,0,2,1,2,33.3
David Brooks,7,wls WAL,AM,27-250,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
Tyler Adams,12,us USA,DM,26-029,78,0,0,0,2,1,0,0,0,1,0,0,0,7,2,0,100.0
James Hill,23,eng ENG,DM,23-064,12,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50.0
Ryan Christie,10,sct SCO,DM,30-021,66,0,0,0,1,1,0,1,0,0,0,0,0,8,0,2,0.0
Luis Sinisterra,17,co COL,LW,25-271,18,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0.0
Dango Ouattara,11,bf BFA,LW,23-032,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,50.0
Milos Kerkez,3,hu HUN,LB,21-128,90,0,0,0,1,0,0,6,0,2,0,0,0,2,2,3,40.0
Dean Huijsen,2,es ESP,CB,19-335,90,0,0,0,2,0,0,2,2,1,0,0,0,1,1,1,50.0
Illia Zabarnyi,27,ua UKR,CB,22-195,84,0,0,0,0,0,0,0,4,2,0,0,0,8,2,1,66.7
Daniel Jebbison,21,ca CAN,CB,21-214,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Lewis Cook,4,eng ENG,RB,28-040,90,0,0,0,1,2,0,3,2,1,0,0,0,9,2,4,33.3
Kepa Arrizabalaga,13,es ESP,GK,30-163,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
