Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-088,90,30,30,0,0,0,0,2,0,0,0,0,0,25,0,0
Kevin Schade,7,de GER,LW,23-003,69,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Thiago,9,br BRA,LW,23-157,21,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Bryan Mbeumo,19,cm CMR,RW,25-115,90,53,47,6,2,0,1,9,1,3,2,0,0,34,0,2
Mikkel Damsgaard,24,dk DEN,AM,24-150,69,41,36,4,0,2,0,1,2,0,0,0,0,31,1,2
Fabio Carvalho,14,pt POR,AM,22-092,21,21,19,2,1,1,0,1,0,1,0,0,0,18,0,0
Mathias Jensen,8,dk DEN,DM,28-334,41,29,24,5,0,0,0,1,4,1,1,0,0,24,0,1
Vitaly Janelt,27,de GER,DM,26-204,49,41,41,0,0,0,0,0,0,0,0,0,0,35,0,0
Christian Nørgaard,6,dk DEN,DM,30-265,69,47,46,1,1,0,0,1,0,0,0,0,0,39,0,1
Yehor Yarmoliuk,18,ua UKR,DM,20-274,21,21,21,0,0,0,0,0,0,0,0,0,0,18,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-282,90,60,55,5,0,0,0,1,5,0,0,0,0,53,0,0
Ethan Pinnock,5,jm JAM,CB,31-185,90,75,67,8,1,0,0,1,6,0,0,0,0,61,0,0
Nathan Collins,22,ie IRL,CB,23-214,90,78,73,5,5,1,0,1,0,0,0,0,0,68,0,1
Sepp van den Berg,4,nl NED,RB,22-346,82,57,49,8,0,0,0,0,8,0,0,0,0,50,0,1
Mads Roerslev,30,dk DEN,RB,25-159,8,12,11,1,0,0,0,2,1,0,0,0,0,10,0,0
Mark Flekken,1,nl NED,GK,31-170,90,37,33,4,0,0,0,0,0,0,0,0,0,32,0,0
