Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Yoane Wissa,11,cd COD,FW,28-088,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
Kevin Schade,7,de GER,LW,23-003,69,2,1,2,0,0,2,3,66.7,1,1,0,1,1,3,2,0
Thiago,9,br BRA,LW,23-157,21,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Bryan Mbeumo,19,cm CMR,RW,25-115,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,5,0
Mikkel Damsgaard,24,dk DEN,AM,24-150,69,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Fabio Carvalho,14,pt POR,AM,22-092,21,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,0,0
Mathias Jensen,8,dk DEN,DM,28-334,41,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0
Vitaly Janelt,27,de GER,DM,26-204,49,2,0,0,2,0,2,2,100.0,0,2,1,1,0,2,1,0
Christian Nørgaard,6,dk DEN,DM,30-265,69,6,4,1,4,1,5,5,100.0,0,0,0,0,1,7,2,0
Yehor Yarmoliuk,18,ua UKR,DM,20-274,21,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,0,0
Keane Lewis-Potter,23,eng ENG,LB,23-282,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0
Ethan Pinnock,5,jm JAM,CB,31-185,90,3,1,1,2,0,2,4,50.0,2,1,1,0,0,3,7,1
Nathan Collins,22,ie IRL,CB,23-214,90,2,0,1,1,0,1,1,100.0,0,0,0,0,1,3,6,0
Sepp van den Berg,4,nl NED,RB,22-346,82,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,1,0
Mads Roerslev,30,dk DEN,RB,25-159,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mark Flekken,1,nl NED,GK,31-170,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
