Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Solanke,19,eng ENG,FW,27-211,74,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0.0
Richarlison,9,br BRA,FW,27-338,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Mathys Tel,11,fr FRA,LW,19-351,90,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,
Brennan Johnson,22,wls WAL,RW,23-325,90,0,0,0,2,2,3,4,0,2,0,0,0,3,0,1,0.0
James Maddison,10,eng ENG,LM,28-141,74,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,
Dejan Kulusevski,21,se SWE,RM,24-353,16,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,
Yves Bissouma,8,ml MLI,CM,28-226,54,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,
Rodrigo Bentancur,30,uy URU,CM,27-292,36,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
Pape Matar Sarr,29,sn SEN,RM,22-211,54,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,
Lucas Bergvall,15,se SWE,"RM,LM",19-070,36,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,
Djed Spence,24,eng ENG,LB,24-247,90,0,0,0,0,2,0,4,1,3,0,0,1,7,0,0,
Ben Davies,33,wls WAL,CB,31-354,90,1,0,0,2,0,0,0,1,1,0,0,0,4,4,4,50.0
Cristian Romero,17,ar ARG,CB,26-351,90,0,0,0,1,1,0,0,2,1,0,0,0,8,6,0,100.0
Archie Gray,14,eng ENG,RB,19-032,90,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,
Guglielmo Vicario,1,it ITA,GK,28-188,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
