Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,37-254,82,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,50.0
Odsonne Édouard,29,fr FRA,FW,26-249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stephy Mavididi,10,eng ENG,LW,26-113,89,0,0,0,1,2,0,6,0,2,0,0,0,7,0,0,
Abdul Fatawu Issahaku,7,gh GHA,LW,20-197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jordan Ayew,18,gh GHA,RW,33-010,90,0,0,0,1,3,1,4,0,0,0,0,0,4,1,0,100.0
Bilal El Khannouss,11,ma MAR,AM,20-134,55,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,
Facundo Buonanotte,40,ar ARG,AM,19-273,35,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
Wilfred Ndidi,6,ng NGA,DM,27-280,90,0,0,0,1,1,0,0,2,5,0,0,0,3,6,3,66.7
Harry Winks,8,eng ENG,DM,28-232,90,0,0,0,0,1,0,7,0,0,0,0,0,5,0,0,
Victor Bernth Kristiansen,16,dk DEN,LB,21-280,90,0,0,0,3,0,0,8,1,3,0,0,0,9,1,2,33.3
Caleb Okoli,5,it ITA,CB,23-070,90,0,0,0,2,1,0,0,0,2,0,0,0,3,1,5,16.7
Wout Faes,3,be BEL,CB,26-171,90,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,100.0
James Justin,2,eng ENG,RB,26-211,90,0,0,0,0,3,0,3,1,3,0,0,0,3,2,0,100.0
Mads Hermansen,30,dk DEN,GK,24-072,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
