Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,37-254,82,14,0,0,6,8,4,14,0,0,,0,,9,29,1,1,0,0,3,0,11,2
Odsonne Édouard,29,fr FRA,FW,26-249,8,5,0,0,2,3,2,5,0,0,,0,,3,11,0,0,0,1,1,2,3,1
Stephy Mavididi,10,eng ENG,LW,26-113,89,67,0,6,21,40,7,67,9,5,55.6,3,33.3,48,226,79,4,2,1,2,3,47,14
Abdul Fatawu Issahaku,7,gh GHA,LW,20-197,1,2,0,0,0,2,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,1
Jordan Ayew,18,gh GHA,RW,33-010,90,30,0,3,12,15,5,30,0,0,,0,,23,165,85,1,2,1,3,1,22,2
Bilal El Khannouss,11,ma MAR,AM,20-134,55,41,0,1,22,19,0,41,0,0,,0,,29,138,62,4,2,0,3,1,32,3
Facundo Buonanotte,40,ar ARG,AM,19-273,35,27,0,1,11,16,1,27,3,0,0.0,3,100.0,21,162,44,1,1,0,3,0,20,2
Wilfred Ndidi,6,ng NGA,DM,27-280,90,69,0,19,33,18,4,69,3,2,66.7,1,33.3,45,248,125,3,5,0,1,2,50,9
Harry Winks,8,eng ENG,DM,28-232,90,68,1,16,36,18,0,68,1,0,0.0,1,100.0,52,270,163,3,2,0,3,0,50,0
Victor Bernth Kristiansen,16,dk DEN,LB,21-280,90,96,1,33,45,20,0,96,1,0,0.0,1,100.0,60,364,165,2,0,0,1,0,60,4
Caleb Okoli,5,it ITA,CB,23-070,90,58,14,40,17,1,1,58,0,0,,0,,38,164,85,0,0,0,1,0,37,0
Wout Faes,3,be BEL,CB,26-171,90,67,16,35,27,5,2,67,0,0,,0,,41,304,249,2,1,0,2,0,44,1
James Justin,2,eng ENG,RB,26-211,90,57,5,17,23,17,0,57,1,1,100.0,0,0.0,25,84,44,1,0,0,1,0,28,4
Mads Hermansen,30,dk DEN,GK,24-072,90,35,25,32,3,0,0,35,0,0,,0,,21,184,138,0,0,0,0,0,16,0
