Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,37-254,82,9,8,1,0,0,0,1,0,0,0,0,0,6,0,1
Odsonne Édouard,29,fr FRA,FW,26-249,8,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Stephy Mavididi,10,eng ENG,LW,26-113,89,50,45,4,1,0,0,6,2,1,0,0,0,37,1,2
Abdul Fatawu Issahaku,7,gh GHA,LW,20-197,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan Ayew,18,gh GHA,RW,33-010,90,22,22,0,0,0,0,4,0,0,0,0,0,14,0,1
Bilal El Khannouss,11,ma MAR,AM,20-134,55,37,34,3,0,0,0,0,2,0,0,0,0,31,0,0
Facundo Buonanotte,40,ar ARG,AM,19-273,35,19,17,2,0,0,1,0,2,0,0,0,0,15,0,1
Wilfred Ndidi,6,ng NGA,DM,27-280,90,54,52,2,0,1,0,0,2,0,0,0,0,40,0,0
Harry Winks,8,eng ENG,DM,28-232,90,61,52,9,3,0,0,7,1,5,4,0,0,52,0,1
Victor Bernth Kristiansen,16,dk DEN,LB,21-280,90,88,74,13,3,0,0,8,10,0,0,0,0,74,1,1
Caleb Okoli,5,it ITA,CB,23-070,90,48,44,4,2,0,0,0,0,0,0,0,0,46,0,0
Wout Faes,3,be BEL,CB,26-171,90,52,50,2,2,0,1,0,0,0,0,0,0,47,0,0
James Justin,2,eng ENG,RB,26-211,90,44,37,7,1,0,0,3,6,0,0,0,0,33,0,1
Mads Hermansen,30,dk DEN,GK,24-072,90,33,22,11,5,0,0,0,0,0,0,0,0,28,0,0
