Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Son Heung-min,7,kr KOR,"FW,LW",32-146,90,35,33,2,0,0,0,3,0,1,0,0,0,27,0,0
Timo Werner,16,de GER,LW,28-270,67,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0
Dejan Kulusevski,21,se SWE,"FW,RM,LW",24-220,23,6,4,2,0,0,0,0,0,1,0,0,0,6,0,0
Brennan Johnson,22,wls WAL,RW,23-192,90,31,31,0,0,0,0,3,0,0,0,0,0,19,0,1
James Maddison,10,eng ENG,LM,28-008,84,52,48,4,0,1,0,5,0,4,3,1,0,42,0,1
Lucas Bergvall,15,se SWE,LM,18-303,6,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0
Yves Bissouma,8,ml MLI,CM,28-093,90,57,54,3,3,1,0,0,0,0,0,0,0,52,0,0
Pape Matar Sarr,29,sn SEN,RM,22-078,84,44,44,0,0,0,0,0,0,0,0,0,0,37,0,1
Archie Gray,14,eng ENG,RM,18-264,5,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Will Lankshear,42,eng ENG,"FW,RM",19-225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destiny Udogie,13,it ITA,LB,22-003,90,63,53,10,2,0,0,1,8,0,0,0,0,55,0,1
Ben Davies,33,wls WAL,CB,31-221,90,65,63,2,1,0,1,0,0,0,0,0,0,63,0,0
Radu Drăgușin,6,ro ROU,CB,22-302,90,66,64,2,2,0,2,0,0,0,0,0,0,57,0,0
Pedro Porro,23,es ESP,RB,25-079,90,59,44,14,3,0,0,4,10,1,0,1,0,45,1,2
Fraser Forster,20,eng ENG,GK,36-259,90,22,16,6,2,0,0,0,0,0,0,0,0,18,0,0
